CustomerID,TotalTransactions,TotalQuantity,TotalRevenue,UniqueProducts,ActiveDays,FirstPurchase,LastPurchase,CustomerLifetimeDays,Cluster,Segment
15327,1,116,208.75,10,1,2011-10-18 11:55:00,2011-10-18 11:55:00,0,0,Segment 0
15329,5,476,1005.5,52,5,2010-12-09 15:43:00,2011-11-04 12:56:00,329,2,Segment 2
15330,2,1312,714.96,10,2,2011-10-10 12:30:00,2011-11-07 17:50:00,28,0,Segment 0
15332,4,652,1661.06,29,2,2010-12-05 12:00:00,2010-12-08 14:43:00,3,0,Segment 0
15333,1,344,1028.56,16,1,2011-05-15 13:27:00,2011-05-15 13:27:00,0,0,Segment 0
15334,3,273,350.82,67,3,2011-06-19 13:51:00,2011-07-06 11:22:00,16,2,Segment 2
15335,1,79,170.22,34,1,2011-10-17 12:50:00,2011-10-17 12:50:00,0,2,Segment 2
15339,3,414,557.57,79,2,2011-01-25 13:15:00,2011-10-04 12:51:00,251,2,Segment 2
15341,1,812,2020.52,17,1,2011-09-20 09:40:00,2011-09-20 09:40:00,0,0,Segment 0
15342,2,276,391.76,24,2,2011-08-02 10:19:00,2011-08-15 16:20:00,13,0,Segment 0
15343,1,84,364.5,21,1,2011-09-13 13:55:00,2011-09-13 13:55:00,0,0,Segment 0
15344,5,106,476.58,21,5,2011-09-26 14:48:00,2011-12-09 10:45:00,73,0,Segment 0
15345,2,78,367.69,20,2,2011-10-25 11:28:00,2011-11-04 13:24:00,10,0,Segment 0
15346,1,144,252.42,17,1,2011-01-11 11:18:00,2011-01-11 11:18:00,0,0,Segment 0
15347,1,130,201.6,5,1,2010-12-08 15:25:00,2010-12-08 15:25:00,0,0,Segment 0
15348,1,84,158.04,9,1,2011-09-28 13:17:00,2011-09-28 13:17:00,0,0,Segment 0
15349,2,321,463.91,65,2,2011-06-05 15:46:00,2011-07-04 16:06:00,29,2,Segment 2
15350,1,51,115.65,5,1,2010-12-01 13:33:00,2010-12-01 13:33:00,0,0,Segment 0
15351,10,721,1836.69,160,7,2010-12-05 10:48:00,2011-11-27 12:52:00,357,2,Segment 2
15353,2,341,770.12,59,2,2010-12-07 11:49:00,2011-03-30 12:15:00,113,2,Segment 2
15355,2,45,277.05,9,2,2011-10-17 15:22:00,2011-11-10 13:44:00,23,0,Segment 0
15356,10,1643,2718.03,215,10,2010-12-06 14:05:00,2011-11-08 13:11:00,336,2,Segment 2
15358,29,6928,8235.65,292,22,2010-12-09 10:04:00,2011-12-05 09:04:00,360,2,Segment 2
15360,1,223,427.93,13,1,2011-10-31 09:35:00,2011-10-31 09:35:00,0,0,Segment 0
15361,1,336,418.92,7,1,2010-12-13 09:52:00,2010-12-13 09:52:00,0,0,Segment 0
15363,2,143,318.05,16,2,2010-12-02 12:28:00,2011-04-12 15:48:00,131,0,Segment 0
15364,2,493,913.19,29,2,2011-03-30 13:39:00,2011-09-05 09:46:00,158,0,Segment 0
15365,9,758,1330.45,66,5,2011-01-28 13:08:00,2011-11-14 08:29:00,289,2,Segment 2
15366,2,621,602.51,37,2,2010-12-16 15:59:00,2011-09-25 15:01:00,282,2,Segment 2
15367,5,1055,1867.69,92,4,2011-03-09 13:53:00,2011-10-13 14:13:00,218,2,Segment 2
15368,1,230,446.94000000000005,4,1,2011-11-18 14:42:00,2011-11-18 14:42:00,0,0,Segment 0
15369,1,-1,-1592.49,1,1,2011-07-18 15:11:00,2011-07-18 15:11:00,0,0,Segment 0
15370,8,828,2360.55,65,8,2011-01-11 11:32:00,2011-10-30 10:58:00,291,2,Segment 2
15372,1,2924,2007.4,27,1,2011-07-25 16:39:00,2011-07-25 16:39:00,0,0,Segment 0
15373,13,476,2213.11,74,12,2010-12-03 14:40:00,2011-12-01 15:05:00,363,2,Segment 2
15374,1,126,168.0,3,1,2011-08-03 09:59:00,2011-08-03 09:59:00,0,0,Segment 0
15376,3,615,1221.56,100,3,2011-05-01 13:45:00,2011-10-30 15:04:00,182,2,Segment 2
15379,8,2293,3631.89,145,8,2010-12-16 13:02:00,2011-06-23 13:13:00,189,2,Segment 2
15380,6,374,1682.36,22,5,2010-12-09 15:01:00,2011-12-01 12:13:00,356,0,Segment 0
15381,2,171,596.85,8,2,2011-03-16 13:44:00,2011-05-10 11:55:00,54,0,Segment 0
15382,8,4003,5927.86,193,7,2011-02-17 12:01:00,2011-11-25 10:58:00,280,2,Segment 2
15384,3,593,635.76,35,3,2010-12-02 17:27:00,2011-06-23 10:57:00,202,2,Segment 2
15385,1,161,316.88,12,1,2011-10-30 15:11:00,2011-10-30 15:11:00,0,0,Segment 0
15386,1,446,394.14,31,1,2011-06-06 13:47:00,2011-06-06 13:47:00,0,0,Segment 0
15388,1,88,140.54,10,1,2011-03-14 13:53:00,2011-03-14 13:53:00,0,0,Segment 0
15389,1,400,500.0,1,1,2011-06-20 16:18:00,2011-06-20 16:18:00,0,0,Segment 0
15392,5,1265,1515.73,74,5,2010-12-14 15:50:00,2011-12-05 11:01:00,355,2,Segment 2
15393,2,150,231.86,10,2,2011-03-03 16:58:00,2011-11-23 16:48:00,264,0,Segment 0
15394,4,910,2183.54,54,4,2010-12-16 12:46:00,2011-11-30 11:49:00,348,2,Segment 2
15395,1,17,107.45,7,1,2011-01-18 12:40:00,2011-01-18 12:40:00,0,0,Segment 0
15396,1,122,288.18,14,1,2011-08-19 10:56:00,2011-08-19 10:56:00,0,0,Segment 0
15397,1,20,94.0,6,1,2011-02-23 09:25:00,2011-02-23 09:25:00,0,0,Segment 0
15398,3,767,1339.63,60,3,2011-09-22 14:56:00,2011-11-23 16:47:00,62,2,Segment 2
15399,3,611,815.77,45,3,2011-09-21 15:57:00,2011-12-08 13:04:00,77,2,Segment 2
15400,6,360,666.7,10,6,2011-03-06 11:27:00,2011-09-08 13:57:00,186,0,Segment 0
15402,2,694,626.77,35,2,2011-05-27 13:32:00,2011-07-14 12:17:00,47,2,Segment 2
15405,1,193,349.1,8,1,2011-06-03 14:44:00,2011-06-03 14:44:00,0,0,Segment 0
15406,4,236,426.61,51,4,2011-02-11 16:19:00,2011-11-21 16:14:00,282,2,Segment 2
15407,4,552,1046.74,142,4,2011-02-07 13:18:00,2011-11-06 11:55:00,271,2,Segment 2
15408,1,106,267.18,34,1,2011-03-20 15:02:00,2011-03-20 15:02:00,0,2,Segment 2
15410,8,1200,3450.84,48,8,2011-03-23 10:15:00,2011-09-16 14:47:00,177,2,Segment 2
15411,5,527,1336.43,86,5,2011-06-10 12:30:00,2011-11-13 15:19:00,156,2,Segment 2
15412,1,108,190.53,10,1,2011-06-21 15:24:00,2011-06-21 15:24:00,0,0,Segment 0
15414,3,443,774.9000000000001,37,3,2011-04-11 13:45:00,2011-11-30 09:50:00,232,2,Segment 2
15415,1,551,559.61,46,1,2011-01-30 14:13:00,2011-01-30 14:13:00,0,2,Segment 2
15416,5,2089,3974.37,165,5,2011-03-02 08:41:00,2011-10-06 09:38:00,218,2,Segment 2
15417,1,284,508.8,28,1,2011-09-15 15:26:00,2011-09-15 15:26:00,0,0,Segment 0
15419,1,230,135.86,8,1,2011-11-15 09:23:00,2011-11-15 09:23:00,0,0,Segment 0
15421,4,500,950.36,40,3,2011-02-02 14:36:00,2011-10-12 09:20:00,251,2,Segment 2
15422,2,38,97.7,6,1,2011-01-20 14:17:00,2011-01-20 16:17:00,0,0,Segment 0
15423,1,101,43.5,2,1,2011-11-01 14:01:00,2011-11-01 14:01:00,0,0,Segment 0
15424,2,554,383.34,17,1,2011-03-30 13:00:00,2011-03-30 13:02:00,0,0,Segment 0
15426,7,645,1386.58,222,5,2010-12-05 13:55:00,2011-11-20 15:36:00,350,2,Segment 2
15427,3,967,1430.54,233,2,2011-10-23 14:47:00,2011-11-06 14:29:00,13,2,Segment 2
15428,1,102,93.78,6,1,2011-11-24 16:54:00,2011-11-24 16:54:00,0,0,Segment 0
15429,3,369,364.9,77,2,2011-09-25 13:42:00,2011-11-13 12:28:00,48,2,Segment 2
15432,1,65,171.19,10,1,2011-11-16 16:30:00,2011-11-16 16:30:00,0,0,Segment 0
15433,3,399,417.87,40,3,2011-03-17 14:12:00,2011-09-21 16:24:00,188,2,Segment 2
15434,6,638,997.48,40,5,2011-05-23 14:18:00,2011-12-01 13:33:00,191,2,Segment 2
15435,1,54,149.29,29,1,2011-11-17 16:39:00,2011-11-17 16:39:00,0,0,Segment 0
15436,3,574,1067.75,243,3,2011-04-19 16:52:00,2011-11-27 16:05:00,221,2,Segment 2
15437,1,79,200.16,44,1,2011-03-22 13:11:00,2011-03-22 13:11:00,0,2,Segment 2
15438,1,59,156.57999999999998,25,1,2011-07-31 14:19:00,2011-07-31 14:19:00,0,0,Segment 0
15440,3,197,383.68,50,3,2011-05-15 11:30:00,2011-10-16 12:16:00,154,2,Segment 2
15442,1,120,594.0,2,1,2011-04-05 12:24:00,2011-04-05 12:24:00,0,0,Segment 0
15443,8,1636,3188.84,237,8,2011-01-23 13:25:00,2011-12-08 10:40:00,318,2,Segment 2
15444,2,759,1411.21,191,2,2011-10-30 16:12:00,2011-11-30 17:37:00,31,2,Segment 2
15445,1,58,113.5,5,1,2011-03-20 15:06:00,2011-03-20 15:06:00,0,0,Segment 0
15447,1,85,155.17,9,1,2011-01-13 11:26:00,2011-01-13 11:26:00,0,0,Segment 0
15448,1,232,494.64,28,1,2011-01-31 10:42:00,2011-01-31 10:42:00,0,0,Segment 0
15449,5,810,971.22,47,5,2011-03-23 10:43:00,2011-11-13 15:02:00,235,2,Segment 2
15450,1,376,429.84,30,1,2011-11-09 17:11:00,2011-11-09 17:11:00,0,0,Segment 0
15452,3,280,528.48,47,3,2011-03-20 15:21:00,2011-11-10 12:13:00,234,2,Segment 2
15453,7,837,1371.77,169,7,2011-06-05 12:37:00,2011-12-08 10:59:00,185,2,Segment 2
15454,1,86,179.1,23,1,2010-12-12 14:21:00,2010-12-12 14:21:00,0,0,Segment 0
15456,3,633,434.59,48,2,2010-12-15 15:34:00,2011-03-01 13:51:00,75,2,Segment 2
15457,1,132,237.07,56,1,2011-03-22 15:31:00,2011-03-22 15:31:00,0,2,Segment 2
15458,1,156,161.64,7,1,2011-11-14 13:08:00,2011-11-14 13:08:00,0,0,Segment 0
15460,1,107,214.26,53,1,2010-12-20 16:08:00,2010-12-20 16:08:00,0,2,Segment 2
15462,3,172,234.6,9,3,2011-06-05 15:36:00,2011-09-06 13:11:00,92,0,Segment 0
15463,1,106,126.14,7,1,2011-11-10 12:57:00,2011-11-10 12:57:00,0,0,Segment 0
15464,1,348,1044.65,155,1,2011-01-05 15:56:00,2011-01-05 15:56:00,0,2,Segment 2
15465,24,1217,6945.02,43,19,2010-12-05 10:12:00,2011-11-20 10:11:00,349,2,Segment 2
15466,1,246,334.53,56,1,2011-09-15 14:08:00,2011-09-15 14:08:00,0,2,Segment 2
15467,4,306,511.88,41,3,2011-07-10 14:42:00,2011-11-30 14:17:00,142,2,Segment 2
15468,5,150,438.46,25,4,2010-12-14 10:50:00,2011-11-04 13:11:00,325,0,Segment 0
15469,4,150,504.5,24,4,2011-08-11 16:54:00,2011-10-27 19:16:00,77,0,Segment 0
15471,1,256,454.48,67,1,2011-12-07 14:12:00,2011-12-07 14:12:00,0,2,Segment 2
15472,1,251,371.56,76,1,2011-08-18 15:17:00,2011-08-18 15:17:00,0,2,Segment 2
15473,10,552,1465.2,4,4,2011-10-10 11:12:00,2011-11-25 15:15:00,46,0,Segment 0
15475,1,319,454.11,29,1,2011-09-23 15:20:00,2011-09-23 15:20:00,0,0,Segment 0
15478,2,575,1399.92,34,2,2011-10-14 11:09:00,2011-10-30 14:19:00,16,2,Segment 2
15480,1,303,905.5,45,1,2011-08-15 14:32:00,2011-08-15 14:32:00,0,2,Segment 2
15482,16,2982,6393.52,46,10,2010-12-16 10:08:00,2011-11-24 10:46:00,343,2,Segment 2
15483,4,291,225.26,74,2,2011-03-18 12:26:00,2011-07-01 13:07:00,105,2,Segment 2
15484,5,3134,3559.21,135,5,2011-09-22 13:31:00,2011-12-08 15:03:00,77,2,Segment 2
15485,3,1281,2564.5,59,3,2010-12-01 13:23:00,2011-11-09 14:31:00,343,2,Segment 2
15488,1,73,91.32,2,1,2011-09-08 10:11:00,2011-09-08 10:11:00,0,0,Segment 0
15489,4,593,1090.03,47,4,2011-05-12 12:54:00,2011-11-17 08:53:00,188,2,Segment 2
15491,7,1624,3090.85,108,6,2011-04-18 10:04:00,2011-09-05 15:56:00,140,2,Segment 2
15492,2,483,659.4599999999999,32,2,2011-09-26 14:02:00,2011-11-11 14:53:00,46,2,Segment 2
15493,7,546,1918.86,177,4,2011-03-14 11:44:00,2011-11-07 12:04:00,238,2,Segment 2
15494,2,1139,1280.58,120,2,2011-08-10 15:29:00,2011-11-18 14:51:00,99,2,Segment 2
15497,3,622,1259.7,13,3,2011-01-24 10:01:00,2011-11-22 11:51:00,302,0,Segment 0
15498,35,6084,12396.46,362,24,2010-12-07 12:34:00,2011-12-09 10:28:00,366,2,Segment 2
15500,4,572,1131.56,64,4,2011-09-19 13:47:00,2011-12-01 13:47:00,73,2,Segment 2
15502,23,3823,5541.46,164,13,2010-12-05 15:40:00,2011-11-24 12:48:00,353,2,Segment 2
15503,1,70,141.04,66,1,2010-12-12 10:57:00,2010-12-12 10:57:00,0,2,Segment 2
15504,1,33,52.83,13,1,2011-09-19 13:45:00,2011-09-19 13:45:00,0,0,Segment 0
15505,7,2348,3497.14,90,7,2011-07-07 13:33:00,2011-10-18 07:56:00,102,2,Segment 2
15506,3,842,972.08,121,3,2011-07-24 11:45:00,2011-11-17 12:11:00,116,2,Segment 2
15507,1,160,475.86,41,1,2011-06-21 11:19:00,2011-06-21 11:19:00,0,2,Segment 2
15508,6,440,1000.27,78,4,2011-04-18 15:31:00,2011-06-03 15:43:00,46,2,Segment 2
15510,1,2,250.0,1,1,2011-01-13 12:10:00,2011-01-13 12:10:00,0,0,Segment 0
15511,5,269,900.53,117,5,2011-09-15 15:05:00,2011-11-28 09:43:00,73,2,Segment 2
15512,2,68,121.0,7,2,2010-12-15 12:01:00,2011-07-07 10:20:00,203,0,Segment 0
15513,22,5545,14520.08,183,18,2010-12-01 11:22:00,2011-11-08 16:21:00,342,2,Segment 2
15514,13,1761,2907.45,96,8,2010-12-10 13:50:00,2011-11-27 14:40:00,352,2,Segment 2
15516,3,27,62.43,15,2,2011-10-24 11:33:00,2011-10-26 10:51:00,1,0,Segment 0
15517,1,293,267.03,27,1,2011-04-20 14:02:00,2011-04-20 14:02:00,0,0,Segment 0
15518,13,1252,1890.99,136,9,2011-01-11 12:50:00,2011-10-06 13:05:00,268,2,Segment 2
15520,1,314,343.5,18,1,2011-12-08 10:58:00,2011-12-08 10:58:00,0,0,Segment 0
15521,13,1674,2574.65,117,9,2011-03-30 09:15:00,2011-11-03 13:52:00,218,2,Segment 2
15522,2,572,397.99,47,2,2011-09-13 12:26:00,2011-11-07 11:26:00,54,2,Segment 2
15523,1,132,412.0100000000001,10,1,2011-09-16 16:29:00,2011-09-16 16:29:00,0,0,Segment 0
15524,1,4,440.0,1,1,2011-11-15 12:09:00,2011-11-15 12:09:00,0,0,Segment 0
15525,4,385,719.47,133,3,2010-12-01 13:17:00,2011-12-07 15:39:00,371,2,Segment 2
15526,2,24,148.44,4,1,2011-11-06 15:01:00,2011-11-06 15:04:00,0,0,Segment 0
15527,10,987,2347.57,128,9,2010-12-20 14:15:00,2011-11-21 12:17:00,335,2,Segment 2
15528,1,123,229.33,26,1,2011-03-30 16:14:00,2011-03-30 16:14:00,0,0,Segment 0
15529,12,3448,3935.15,415,11,2010-12-08 12:24:00,2011-11-17 11:29:00,343,2,Segment 2
15530,4,938,1497.31,90,4,2011-04-07 11:16:00,2011-11-18 12:25:00,225,2,Segment 2
15531,2,1085,1972.39,196,2,2011-11-09 17:47:00,2011-12-01 18:43:00,22,2,Segment 2
15532,6,502,1500.88,205,4,2010-12-16 16:45:00,2011-11-14 14:51:00,332,2,Segment 2
15533,5,256,746.92,73,3,2011-09-11 15:41:00,2011-11-20 15:35:00,69,2,Segment 2
15535,7,121,426.4,55,5,2010-12-09 15:36:00,2011-06-19 16:02:00,192,2,Segment 2
15537,1,29,110.92,24,1,2011-06-29 13:10:00,2011-06-29 13:10:00,0,0,Segment 0
15539,1,410,538.46,41,1,2011-12-02 13:36:00,2011-12-02 13:36:00,0,2,Segment 2
15540,1,200,213.3,15,1,2011-11-28 13:51:00,2011-11-28 13:51:00,0,0,Segment 0
15541,1,49,85.13000000000001,29,1,2011-08-17 14:58:00,2011-08-17 14:58:00,0,0,Segment 0
15543,1,86,127.86,26,1,2011-02-24 15:26:00,2011-02-24 15:26:00,0,0,Segment 0
15544,11,3105,3542.51,122,11,2010-12-02 12:47:00,2011-12-01 09:16:00,363,2,Segment 2
15545,2,162,288.97,78,2,2010-12-03 17:28:00,2011-10-16 13:24:00,316,2,Segment 2
15547,14,3999,4910.6,441,12,2010-12-12 13:26:00,2011-12-02 12:52:00,354,2,Segment 2
15549,4,684,1643.96,104,4,2011-01-27 15:38:00,2011-09-23 16:22:00,239,2,Segment 2
15550,4,295,575.63,43,4,2011-02-11 12:49:00,2011-12-05 15:38:00,297,2,Segment 2
15551,1,218,436.06,29,1,2011-11-03 12:37:00,2011-11-03 12:37:00,0,0,Segment 0
15552,1,60,90.12,17,1,2011-05-06 14:47:00,2011-05-06 14:47:00,0,0,Segment 0
15553,1,449,428.93,51,1,2011-10-10 14:02:00,2011-10-10 14:02:00,0,2,Segment 2
15554,1,74,217.2,14,1,2011-03-07 09:00:00,2011-03-07 09:00:00,0,0,Segment 0
15555,20,4398,4747.89,404,16,2010-12-05 14:45:00,2011-11-27 16:19:00,357,2,Segment 2
15556,1,236,279.77,31,1,2011-11-15 16:08:00,2011-11-15 16:08:00,0,0,Segment 0
15557,1,213,468.91,16,1,2011-11-11 12:46:00,2011-11-11 12:46:00,0,0,Segment 0
15561,5,256,722.74,27,4,2011-05-08 11:38:00,2011-11-28 11:07:00,203,0,Segment 0
15562,1,39,134.55,1,1,2010-12-23 09:55:00,2010-12-23 09:55:00,0,0,Segment 0
15563,7,1460,1319.69,88,5,2010-12-16 11:27:00,2011-12-01 09:36:00,349,2,Segment 2
15565,2,60,173.16,8,2,2011-09-30 10:44:00,2011-10-20 14:33:00,20,0,Segment 0
15567,1,223,186.01,7,1,2011-11-21 10:48:00,2011-11-21 10:48:00,0,0,Segment 0
15568,3,461,758.29,27,3,2011-09-27 14:37:00,2011-12-07 11:27:00,70,0,Segment 0
15569,5,666,1375.71,27,4,2011-01-11 13:26:00,2011-08-28 10:15:00,228,0,Segment 0
15570,13,2054,4093.27,232,12,2010-12-05 12:57:00,2011-12-02 14:47:00,362,2,Segment 2
15571,4,264,650.4300000000001,47,4,2011-09-22 13:15:00,2011-11-28 10:02:00,66,2,Segment 2
15572,7,1213,2533.42,166,5,2011-03-06 14:44:00,2011-12-05 10:09:00,273,2,Segment 2
15573,2,355,591.1899999999999,88,2,2011-09-15 12:16:00,2011-11-08 11:38:00,53,2,Segment 2
15574,4,332,675.64,131,3,2010-12-02 15:46:00,2011-06-15 12:01:00,194,2,Segment 2
15576,1,394,921.37,43,1,2011-11-02 12:03:00,2011-11-02 12:03:00,0,2,Segment 2
15577,3,89,258.88,39,2,2011-02-07 13:32:00,2011-07-11 17:03:00,154,2,Segment 2
15578,1,52,127.1,13,1,2011-06-30 13:03:00,2011-06-30 13:03:00,0,0,Segment 0
15579,2,117,327.6,45,2,2011-01-30 12:09:00,2011-10-02 12:45:00,245,2,Segment 2
15581,14,283,3425.77,134,12,2010-12-08 14:38:00,2011-08-11 09:38:00,245,2,Segment 2
15582,3,453,682.9100000000001,39,3,2011-05-03 13:36:00,2011-11-15 09:55:00,195,2,Segment 2
15584,5,311,718.36,89,4,2011-06-30 16:39:00,2011-11-16 10:55:00,138,2,Segment 2
15585,1,320,455.3,31,1,2011-06-16 08:38:00,2011-06-16 08:38:00,0,0,Segment 0
15587,4,312,913.68,3,4,2010-12-23 09:59:00,2011-10-20 13:37:00,301,0,Segment 0
15589,4,242,456.58,28,3,2011-02-02 10:46:00,2011-04-01 11:22:00,58,0,Segment 0
15590,1,-1,-30.19,1,1,2011-02-23 16:36:00,2011-02-23 16:36:00,0,0,Segment 0
15592,1,354,388.58,24,1,2011-10-24 08:59:00,2011-10-24 08:59:00,0,0,Segment 0
15593,1,60,199.8,5,1,2011-09-30 11:46:00,2011-09-30 11:46:00,0,0,Segment 0
15594,6,982,1767.53,85,6,2011-04-19 10:08:00,2011-11-24 08:53:00,218,2,Segment 2
15596,9,548,1343.34,51,9,2010-12-09 16:10:00,2011-08-31 10:55:00,264,2,Segment 2
15597,2,276,315.72,22,2,2011-11-04 13:26:00,2011-11-10 11:46:00,5,0,Segment 0
15598,3,156,235.68,14,3,2011-10-17 16:04:00,2011-11-04 13:14:00,17,0,Segment 0
15599,2,718,761.74,50,2,2011-05-19 13:05:00,2011-11-13 11:44:00,177,2,Segment 2
15601,17,4978,6745.36,230,17,2010-12-02 10:39:00,2011-11-28 15:15:00,361,2,Segment 2
15602,15,1001,1083.63,31,12,2010-12-06 15:35:00,2011-12-01 14:14:00,359,0,Segment 0
15603,1,96,48.48,2,1,2011-09-22 10:04:00,2011-09-22 10:04:00,0,0,Segment 0
15604,1,159,216.39,17,1,2011-10-18 14:47:00,2011-10-18 14:47:00,0,0,Segment 0
15605,5,441,1198.23,61,5,2010-12-01 13:38:00,2011-11-03 14:17:00,337,2,Segment 2
15606,11,720,2422.64,51,11,2011-01-19 12:07:00,2011-10-13 13:32:00,267,2,Segment 2
15607,1,202,104.76,13,1,2011-01-07 12:44:00,2011-01-07 12:44:00,0,0,Segment 0
15608,4,714,1093.68,59,3,2011-08-11 09:56:00,2011-11-11 13:20:00,92,2,Segment 2
15609,2,145,270.03000000000003,16,2,2011-06-08 13:00:00,2011-06-10 09:55:00,1,0,Segment 0
15610,1,66,112.46,6,1,2011-10-19 10:36:00,2011-10-19 10:36:00,0,0,Segment 0
15611,15,498,1568.39,23,14,2011-01-09 11:32:00,2011-11-30 12:36:00,325,0,Segment 0
15612,2,52,195.15,4,2,2011-10-09 12:49:00,2011-11-03 14:52:00,25,0,Segment 0
15615,27,5493,10360.04,185,20,2010-12-15 16:21:00,2011-11-29 14:42:00,348,2,Segment 2
15618,5,428,747.031,39,4,2011-07-26 10:13:00,2011-11-07 08:34:00,103,2,Segment 2
15619,1,136,336.40000000000003,3,1,2011-11-29 08:14:00,2011-11-29 08:14:00,0,0,Segment 0
15620,6,899,1524.4,92,6,2010-12-16 14:34:00,2011-10-20 19:17:00,308,2,Segment 2
15621,6,463,1158.77,11,4,2011-11-18 11:49:00,2011-12-05 14:01:00,17,0,Segment 0
15622,16,1552,3224.53,169,12,2011-03-02 13:42:00,2011-12-06 14:57:00,279,2,Segment 2
15623,1,125,301.03,19,1,2011-07-21 17:26:00,2011-07-21 17:26:00,0,0,Segment 0
15624,4,357,588.13,26,4,2011-03-28 13:32:00,2011-08-15 11:38:00,139,0,Segment 0
15625,8,1166,1504.56,44,7,2011-04-18 14:01:00,2011-08-31 16:13:00,135,2,Segment 2
15626,2,766,675.8,49,2,2011-01-14 10:10:00,2011-09-26 10:03:00,254,2,Segment 2
15628,10,1882,2865.64,85,10,2010-12-08 09:51:00,2011-12-05 10:24:00,362,2,Segment 2
15630,3,799,1180.4,57,3,2011-05-19 10:16:00,2011-10-25 15:36:00,159,2,Segment 2
15632,10,2049,3147.31,107,10,2011-03-10 08:29:00,2011-11-24 09:51:00,259,2,Segment 2
15634,1,99,243.55,15,1,2011-11-22 16:28:00,2011-11-22 16:28:00,0,0,Segment 0
15636,2,284,724.76,20,2,2011-03-02 14:50:00,2011-09-11 11:17:00,192,0,Segment 0
15637,1,128,223.36,15,1,2011-10-18 08:28:00,2011-10-18 08:28:00,0,0,Segment 0
15638,1,-52,-94.0,2,1,2011-02-11 15:12:00,2011-02-11 15:12:00,0,0,Segment 0
15639,1,323,425.32,25,1,2011-07-28 14:30:00,2011-07-28 14:30:00,0,0,Segment 0
15640,17,6538,12336.74,241,15,2010-12-02 15:40:00,2011-12-05 14:35:00,367,2,Segment 2
15641,4,1562,1887.2,102,4,2010-12-15 14:45:00,2011-08-26 14:04:00,253,2,Segment 2
15643,6,242,647.4,31,5,2011-03-02 14:34:00,2011-06-13 17:19:00,103,0,Segment 0
15644,4,550,803.54,166,3,2011-03-23 15:37:00,2011-06-26 14:54:00,94,2,Segment 2
15645,1,256,612.01,50,1,2011-11-21 11:55:00,2011-11-21 11:55:00,0,2,Segment 2
15646,4,388,425.14,35,4,2010-12-02 16:59:00,2011-07-05 09:53:00,214,2,Segment 2
15648,4,210,582.0500000000001,24,4,2011-03-17 18:59:00,2011-05-19 15:53:00,62,0,Segment 0
15649,2,192,816.0,1,2,2010-12-07 10:06:00,2011-01-07 13:34:00,31,0,Segment 0
15651,3,479,646.3,27,2,2011-03-24 08:56:00,2011-11-03 08:41:00,223,0,Segment 0
15652,1,208,337.74,21,1,2011-09-09 14:22:00,2011-09-09 14:22:00,0,0,Segment 0
15653,2,1200,877.4399999999999,4,2,2011-08-16 09:50:00,2011-09-08 10:49:00,23,0,Segment 0
15654,2,475,922.53,15,2,2011-11-13 15:15:00,2011-11-30 13:08:00,16,0,Segment 0
15655,2,319,511.32,34,2,2011-04-10 15:25:00,2011-04-20 16:28:00,10,2,Segment 2
15656,4,343,748.5,46,4,2011-02-28 15:32:00,2011-10-25 14:56:00,238,2,Segment 2
15657,1,24,30.0,1,1,2011-11-17 12:19:00,2011-11-17 12:19:00,0,0,Segment 0
15658,8,232,958.9,40,7,2010-12-02 10:53:00,2011-06-02 15:22:00,182,2,Segment 2
15659,1,111,306.45,11,1,2011-10-27 09:23:00,2011-10-27 09:23:00,0,0,Segment 0
15660,12,1037,1552.01,55,8,2010-12-09 09:49:00,2011-11-14 16:58:00,340,2,Segment 2
15661,2,236,309.8,4,2,2011-01-05 12:32:00,2011-01-26 13:56:00,21,0,Segment 0
15663,1,106,138.14,9,1,2011-08-25 15:50:00,2011-08-25 15:50:00,0,0,Segment 0
15664,2,141,358.63,19,2,2010-12-15 17:05:00,2011-10-20 10:57:00,308,0,Segment 0
15665,2,1654,2222.21,92,2,2011-04-10 15:09:00,2011-06-24 14:57:00,74,2,Segment 2
15667,1,240,301.32,13,1,2011-10-31 10:56:00,2011-10-31 10:56:00,0,0,Segment 0
15668,1,72,76.32000000000001,1,1,2011-05-06 10:39:00,2011-05-06 10:39:00,0,0,Segment 0
15669,5,339,677.69,31,5,2011-03-21 09:13:00,2011-10-30 16:03:00,223,0,Segment 0
15670,1,91,173.05,12,1,2011-02-16 10:50:00,2011-02-16 10:50:00,0,0,Segment 0
15671,10,1681,2635.49,52,9,2011-03-14 09:37:00,2011-11-21 12:43:00,252,2,Segment 2
15673,4,1451,2726.23,107,4,2011-01-16 16:25:00,2011-09-12 16:12:00,238,2,Segment 2
15674,8,1075,1744.02,88,6,2011-03-30 09:19:00,2011-09-27 15:17:00,181,2,Segment 2
15675,3,527,323.69,20,3,2011-03-04 14:21:00,2011-09-19 13:48:00,198,0,Segment 0
15676,5,2231,3324.09,191,5,2011-03-01 10:19:00,2011-11-30 17:39:00,274,2,Segment 2
15677,1,319,657.23,33,1,2011-10-21 15:36:00,2011-10-21 15:36:00,0,2,Segment 2
15678,1,184,352.7,12,1,2011-10-18 09:25:00,2011-10-18 09:25:00,0,0,Segment 0
15679,4,1170,781.28,98,4,2011-06-10 08:24:00,2011-11-15 16:19:00,158,2,Segment 2
15680,3,952,1333.68,61,3,2010-12-08 14:43:00,2011-11-30 13:46:00,356,2,Segment 2
