StockCode,TotalRevenue,TotalQuantity,Orders,Customers,AverageUnitPrice,Description,RevenuePercentage
22758,939.52,1120,127,85,1.115625,LARGE PURPLE BABUSHKA NOTEBOOK,0.010571598025948233
22759,8267.25,5197,319,253,1.688532110091743,SET OF 3 NOTEBOOKS IN PARCEL,0.09302414400972894
22760,3089.85,259,66,50,12.504545454545454,"TRAY, BREAKFAST IN BED",0.034767383515493175
22761,821.3,34,24,21,24.575,CHEST 7 DRAWER MA CAMPAGNE,0.00924137161392124
22762,2070.95,145,87,74,14.772988505747126,CUPBOARD 3 DRAWER MA CAMPAGNE,0.02330259167642785
22763,1855.6999999999998,190,93,76,9.903225806451612,KEY CABINET MA CAMPAGNE,0.020880571415991287
22764,74.85,3,2,2,24.95,"RUSTIC WOODEN CABINET, GLASS DOORS",0.0008422216794131314
22765,257.37,25,3,3,13.263333333333334,NEWSPAPER STAND,0.0028959598347435894
22766,9277.28,3176,454,278,2.955098468271335,PHOTO FRAME CORNICE,0.104389129485449
22767,6932.83,761,208,152,9.849230769230768,TRIPLE PHOTO FRAME CORNICE,0.07800908117148618
22768,7636.889999999999,836,233,184,9.909401709401708,FAMILY PHOTO FRAME CORNICE,0.08593125345749297
22769,137.7,6,3,3,23.95,CHALKBOARD KITCHEN ORGANISER,0.0015494178390806706
22770,1223.25,83,55,44,14.909999999999998,MIRROR CORNICE,0.013764163919066309
22771,6803.17,5657,321,168,1.2447400611620794,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,0.07655013043063505
22772,3831.72,3269,170,84,1.2471345029239767,PINK DRAWER KNOB ACRYLIC EDWARDIAN,0.043114998709965054
22773,2227.52,1840,145,82,1.2489261744966442,GREEN DRAWER KNOB ACRYLIC EDWARDIAN,0.025064337145308466
22774,2292.27,1983,97,56,1.238673469387755,RED DRAWER KNOB ACRYLIC EDWARDIAN,0.025792912345602388
22775,3017.37,2492,145,79,1.25751677852349,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,0.0339518293762298
22776,10560.65,1115,449,327,9.859777777777778,SWEETHEART CAKESTAND 3 TIER,0.11882977125844071
22777,2598.4500000000003,331,42,37,8.338095238095239,GLASS CLOCHE LARGE,0.029238088481911177
22778,2743.75,757,107,80,3.87,GLASS CLOCHE SMALL,0.030873022483497388
22779,5768.6,1532,147,88,4.18261744966443,WOODEN OWLS LIGHT GARLAND,0.06490901776703528
22780,5018.84,1340,130,82,4.1843939393939396,LIGHT GARLAND BUTTERFILES PINK,0.05647262329333067
22781,3909.1400000000003,532,160,118,7.702687500000001,GUMBALL MAGAZINE RACK,0.043986138354857034
22782,3399.95,241,74,65,19.355405405405406,SET 3 WICKER STORAGE BASKETS,0.03825666798825219
22783,5922.12,462,32,29,13.858125,SET 3 WICKER OVAL BASKETS W LIDS,0.06663644424964722
22784,5676.87,1205,259,192,4.981178707224334,LANTERN CREAM GAZEBO,0.06387686018984667
22785,797.44,212,54,48,6.388148148148148,SQUARECUSHION COVER PINK UNION JACK,0.008972895872160422
22786,576.64,108,37,31,5.934864864864865,CUSHION COVER PINK UNION JACK,0.0064884263088415255
22788,1734.05,205,46,33,9.81804347826087,BROCANTE COAT RACK,0.01951175020957035
22789,1574.6399999999999,822,126,101,1.9896850393700787,T-LIGHT HOLDER SWEETHEART HANGING,0.01771804870101661
22791,8288.890000000001,7264,260,184,1.23360153256705,T-LIGHT GLASS FLUTED ANTIQUE,0.09326764003033684
22792,1867.9099999999999,2289,128,100,0.865234375,FLUTED ANTIQUE CANDLE HOLDER,0.02101795988233243
22794,2373.0,300,157,114,7.94235668789809,SWEETHEART WIRE MAGAZINE RACK,0.02670129652969086
22795,7077.900000000001,1098,287,170,6.686551724137931,SWEETHEART RECIPE BOOK STAND,0.07964142718394393
22796,5357.549999999999,552,212,146,9.895794392523364,PHOTO FRAME 3 CLASSIC HANGING,0.06028383110941646
22797,2459.04,146,79,63,17.080886075949365,CHEST OF DRAWERS GINGHAM HEART,0.027669429506266757
22798,4684.06,1642,188,126,2.9761702127659575,ANTIQUE GLASS DRESSING TABLE POT,0.05270563633496156
22799,1489.3,197,79,70,8.127215189873418,SWEETHEART WIRE FRUIT BOWL,0.01675779221309254
22800,2813.38,764,138,109,3.7959420289855075,ANTIQUE TALL SWIRLGLASS TRINKET POT,0.031656508061821194
22801,3212.1,887,159,123,3.764601226993865,ANTIQUE GLASS PEDESTAL BOWL,0.0361429559979014
22802,1035.75,65,34,30,18.008823529411764,FAUX FUR CHOCOLATE THROW,0.011654390173041429
22803,1715.9,46,25,18,38.102000000000004,IVORY EMBROIDERED QUILT,0.019307524110955144
22804,7215.46,2858,409,252,2.980096618357488,CANDLEHOLDER PINK HANGING HEART,0.08118926972529424
22805,1906.68,1560,122,77,1.2453278688524592,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,0.02145420483237715
22806,595.6500000000001,243,28,28,2.632142857142857,SET OF 6 T-LIGHTS WEDDING CAKE,0.006702329236371836
22807,1786.1900000000003,669,107,74,2.79348623853211,SET OF 6 T-LIGHTS TOADSTOOLS,0.020098436092864953
22808,899.8000000000002,320,54,51,2.855555555555556,SET OF 6 T-LIGHTS EASTER CHICKS,0.010124663555590326
22809,3476.36,1184,173,141,3.128742857142857,SET OF 6 T-LIGHTS SANTA,0.03911644298523225
22810,2768.48,900,137,106,3.1647826086956523,SET OF 6 T-LIGHTS SNOWMEN,0.03115128757543976
22811,1987.9299999999998,775,55,37,3.0098214285714286,SET OF 6 T-LIGHTS CACTI,0.02236844012232126
22812,2962.8199999999997,1570,122,98,2.1433333333333335,PACK 3 BOXES CHRISTMAS PANNETONE,0.033338025867719626
22813,4203.33,2265,154,116,2.0618181818181816,PACK 3 BOXES BIRD PANNETONE,0.04729640149268668
22814,628.74,1569,95,75,0.4168421052631579,CARD PARTY GAMES,0.007074662107070305
22815,742.2,1798,113,79,0.4184070796460177,CARD PSYCHEDELIC APPLES,0.008351328396264878
22816,1405.08,3402,176,158,0.41830508474576267,CARD MOTORBIKE SANTA,0.01581013810701139
22817,763.08,1858,126,79,0.4180952380952381,CARD SUKI BIRTHDAY,0.00858627280062221
22818,1309.32,3138,162,151,0.4192592592592593,CARD CHRISTMAS VILLAGE,0.014732634459441568
22819,758.88,1848,126,94,0.41857142857142854,"BIRTHDAY CARD, RETRO SPOT",0.008539013868711252
22820,494.83000000000004,761,45,42,0.653913043478261,GIFT BAG BIRTHDAY,0.00556788982797595
22821,534.6600000000001,822,66,52,0.6554545454545454,GIFT BAG PSYCHEDELIC APPLES,0.006016062032264862
22822,2396.71,416,144,121,5.9465972222222225,CREAM WALL PLANTER HEART SHAPED,0.02696808445245486
22823,2745.0,24,13,13,118.07692307692308,CHEST NATURAL WOOD 20 DRAWERS,0.030887087641804218
22824,1938.2500000000002,55,43,42,35.67093023255814,3 TIER SWEETHEART GARDEN SHELF,0.021809434470574512
22825,544.5,70,25,23,7.902,DECORATIVE PLANT POT WITH FRIEZE,0.006126782958456247
22826,6210.0,58,41,33,114.02439024390245,LOVE SEAT ANTIQUE WHITE METAL,0.06987570646834397
22827,5415.0,35,26,21,158.07692307692307,RUSTIC  SEVENTEEN DRAWER SIDEBOARD,0.060930265785198494
22828,1530.0,10,7,7,156.42857142857142,REGENCY MIRROR WITH SHUTTERS,0.017215753767563007
22829,2046.85,213,97,80,9.860309278350515,SWEETHEART WIRE WALL TIDY,0.023031415424272117
22830,2610.29,131,6,5,21.771666666666665,UTILTY CABINET WITH HOOKS,0.02937131366139349
22831,1960.2000000000003,684,104,91,2.9462264150943396,WHITE BROCANTE SOAP DISH,0.022056418650442493
22832,1645.45,155,69,64,10.726811594202898,BROCANTE SHELF WITH HOOKS,0.018514811788782063
22833,2503.5299999999997,75,4,4,45.635000000000005,HALL CABINET WITH 3 DRAWERS,0.02817003662072354
22834,6118.43,4604,288,199,1.8825255972696247,HAND WARMER BABUSHKA DESIGN,0.06884534923141866
22835,13685.130000000001,2939,505,316,4.8586390532544375,HOT WATER BOTTLE I AM SO POORLY,0.1539868159196664
22837,4474.55,991,134,108,4.62037037037037,HOT WATER BOTTLE BABUSHKA,0.05034820328146997
22838,8737.78,652,136,115,14.75470588235294,3 TIER CAKE TIN RED AND CREAM,0.09831860716022008
22839,4924.66,362,136,107,14.93992700729927,3 TIER CAKE TIN GREEN AND CREAM,0.05541289800586068
22840,6576.88,888,250,193,7.92104,ROUND CAKE TIN VINTAGE RED,0.07400388669203255
22841,3887.53,515,199,156,7.958844221105528,ROUND CAKE TIN VINTAGE GREEN,0.04374297989804852
22842,3609.8,572,146,120,6.640410958904109,BISCUIT TIN VINTAGE RED,0.04061792676480324
22843,2685.13,433,114,92,6.693684210526317,BISCUIT TIN VINTAGE GREEN,0.030213422819540172
22844,6753.85,823,292,176,8.53778156996587,VINTAGE CREAM DOG FOOD CONTAINER,0.07599517554448068
22845,4201.74,703,235,155,6.380550847457627,VINTAGE CREAM CAT FOOD CONTAINER,0.047278510611320386
22846,9597.31,626,249,158,16.34538152610442,BREAD BIN DINER STYLE RED,0.10799014757579747
22847,13191.689999999999,851,342,214,16.523333333333333,BREAD BIN DINER STYLE IVORY,0.1484345665477276
22848,4581.4,301,111,68,16.20882882882883,BREAD BIN DINER STYLE PINK,0.051550493013538014
22849,4672.46,306,119,79,16.24983193277311,BREAD BIN DINER STYLE MINT,0.052575111665874155
22851,2141.43,2601,286,198,0.863448275862069,SET 20 NAPKINS FAIRY CAKES DESIGN,0.024095641562400294
22852,1507.92,354,108,83,4.248796296296296,DOG BOWL VINTAGE CREAM,0.01696730681123112
22853,1396.95,431,101,76,3.247029702970297,CAT BOWL VINTAGE CREAM,0.015718658317383755
22854,3547.3,750,147,123,4.917114093959731,CREAM SWEETHEART EGG HOLDER,0.03991466884946161
22855,2982.02,2506,179,152,1.2351396648044692,FINE WICKER HEART,0.03355406669931258
22856,650.28,564,22,21,1.2413636363636362,ASSORTED EASTER DECORATIONS  BELLS,0.007317032915013642
22857,933.26,1142,58,56,0.8455172413793103,ASSORTED EASTER GIFT TAGS,0.010501159713147617
22858,1713.8999999999999,1078,110,103,1.6445945945945943,EASTER TIN KEEPSAKE,0.019285019857664207
22859,1822.7999999999997,1144,127,111,1.6453488372093024,EASTER TIN BUNNY BOUQUET,0.020510376449355456
22860,923.9999999999999,560,85,82,1.65,EASTER TIN CHICKS PINK DAISY,0.0103969650204106
22861,481.79999999999995,292,38,36,1.65,EASTER TIN CHICKS IN GARDEN,0.005421274617785527
22862,590.75,139,45,42,4.25,LOVE HEART NAPKIN BOX,0.00664719381580905
22863,1942.45,691,93,77,2.928494623655914,SOAP DISH BROCANTE,0.02185669340248547
22865,16113.730000000001,8056,572,375,2.1128938356164384,HAND WARMER OWL DESIGN,0.18131373069084517
22866,12204.660000000002,6097,471,329,2.088904958677686,HAND WARMER SCOTTY DOG DESIGN,0.1373283799848533
22867,12064.630000000001,5993,474,333,2.1101871101871104,HAND WARMER BIRD DESIGN,0.1357527446906887
22868,103.35,53,10,10,1.95,NUMBER TILE COTTAGE GARDEN 0,0.001162907288808913
22869,134.54999999999998,69,19,18,1.95,NUMBER TILE COTTAGE GARDEN 1,0.0015139736401474527
22870,128.7,66,15,14,1.95,NUMBER TILE COTTAGE GARDEN 2,0.0014481486992714765
22871,101.39999999999999,52,10,10,1.95,NUMBER TILE COTTAGE GARDEN 3,0.0011409656418502542
22872,107.25,55,13,13,1.9499999999999997,NUMBER TILE COTTAGE GARDEN 4,0.0012067905827262305
22873,91.64999999999999,47,13,12,1.9499999999999997,NUMBER TILE COTTAGE GARDEN 5,0.0010312574070569605
22874,105.3,54,11,10,1.95,NUMBER TILE COTTAGE GARDEN 6,0.0011848489357675716
22875,99.45,51,14,14,1.95,NUMBER TILE COTTAGE GARDEN 7,0.0011190239948915956
22876,101.39999999999999,52,11,11,1.95,NUMBER TILE COTTAGE GARDEN 8,0.0011409656418502542
22877,109.2,56,13,12,1.9499999999999997,NUMBER TILE COTTAGE GARDEN 9,0.0012287322296848893
22878,109.2,52,11,10,2.1,NUMBER TILE COTTAGE GARDEN No,0.0012287322296848893
22879,69.34,62,8,6,1.595,NUMBER TILE VINTAGE FONT 0,0.0007802224615966137
22880,84.94,70,11,8,1.6918181818181817,NUMBER TILE VINTAGE FONT 1,0.0009557556372658836
22881,102.49,79,13,9,1.7315384615384615,NUMBER TILE VINTAGE FONT 2,0.0011532304598938121
22882,110.28999999999999,83,20,13,1.8079999999999998,NUMBER TILE VINTAGE FONT 3,0.001240997047728447
22883,100.53999999999999,78,11,9,1.6918181818181817,NUMBER TILE VINTAGE FONT 4,0.0011312888129351535
22884,94.69,75,16,12,1.7725,NUMBER TILE VINTAGE FONT 5,0.0010654638720591773
22885,102.49,79,12,10,1.7133333333333332,NUMBER TILE VINTAGE FONT 6,0.0011532304598938121
22886,92.74,74,13,8,1.7315384615384615,NUMBER TILE VINTAGE FONT 7,0.0010435222251005184
22887,77.14,66,11,8,1.6918181818181817,NUMBER TILE VINTAGE FONT 8,0.0008679890494312488
22888,71.28999999999999,63,8,7,1.595,NUMBER TILE VINTAGE FONT 9,0.0008021641085552724
22889,156.18,143,7,6,1.7242857142857144,NUMBER TILE VINTAGE FONT No,0.0017573571394888829
22890,3445.4199999999996,360,143,94,10.00847222222222,NOVELTY BISCUITS CAKE STAND 3 TIER,0.03876830218682152
22891,1502.01,341,104,69,4.628846153846154,TEA FOR ONE POLKADOT,0.016900806742756413
22892,3000.35,2455,196,117,1.2451530612244899,SET OF SALT AND PEPPER TOADSTOOLS,0.03376031818072397
22893,591.84,1464,65,45,0.41727272727272724,MINI CAKE STAND T-LIGHT HOLDER,0.006659458633852609
22894,2821.95,291,109,82,9.696363636363635,TABLECLOTH RED APPLES DESIGN,0.03175293878717283
22895,5839.59,1975,238,163,3.1868333333333334,SET OF 2 TEA TOWELS APPLE AND PEARS,0.06570780623759692
22896,3546.37,1490,221,144,2.5926457399103136,PEG BAG APPLES DESIGN,0.03990420437168132
22897,1847.76,1296,172,135,1.549421965317919,OVEN MITT APPLES DESIGN,0.02079122953042629
22898,4097.45,2189,277,201,1.946774193548387,CHILDRENS APRON APPLES DESIGN,0.046105026323464735
22899,3984.78,1981,259,190,2.1264367816091956,CHILDREN'S APRON DOLLY GIRL,0.044837249214320085
22900,13030.7,4568,368,194,3.122936507936508,SET 2 TEA TOWELS I LOVE LONDON,0.14662308667907406
22902,2289.78,1204,94,71,2.052021276595745,TOTE BAG I LOVE LONDON,0.02576489455025518
22903,427.43,153,32,21,2.7590625,CALENDAR FAMILY FAVOURITES,0.0048094964920715405
22904,5060.84,1764,234,162,2.977510548523207,CALENDAR PAPER CUT DESIGN,0.05694521261244025
22905,1222.54,477,67,50,2.7483823529411766,CALENDAR IN SEASON DESIGN,0.013756174909148027
22906,2578.6499999999996,1621,187,150,1.6417525773195876,12 MESSAGE CARDS WITH ENVELOPES,0.029015296374330944
22907,4954.42,6088,533,357,0.8506498194945848,PACK OF 20 NAPKINS PANTRY DESIGN,0.05574776129482975
22908,3326.39,4229,313,212,0.84778125,PACK OF 20 NAPKINS RED APPLES,0.03742896155221171
22909,6520.91,8111,489,368,0.8453585657370518,SET OF 20 VINTAGE CHRISTMAS NAPKINS,0.07337410516368582
22910,25639.77,9423,697,470,2.9364022662889515,PAPER CHAIN KIT VINTAGE CHRISTMAS,0.2885019392006203
22911,1243.99,437,81,68,2.975185185185185,PAPER CHAIN KIT LONDON,0.013997533025693272
22912,1222.74,270,90,74,4.9326373626373625,YELLOW COAT RACK PARIS FASHION,0.013758425334477119
22913,1479.69,327,95,78,4.926,RED COAT RACK PARIS FASHION,0.016649659276029613
22914,1974.69,427,134,106,4.933111111111112,BLUE COAT RACK PARIS FASHION,0.022219461965535293
22915,1104.36,2928,133,110,0.39932835820895524,ASSORTED BOTTLE TOP  MAGNETS,0.01242639858218685
22916,1168.4,1816,186,130,0.649476439790576,HERB MARKER THYME,0.013146984772562497
22917,1191.15,1851,190,132,0.649476439790576,HERB MARKER ROSEMARY,0.013402970653746848
22918,1119.15,1771,187,130,0.6489473684210527,HERB MARKER PARSLEY,0.012592817535273297
22919,1070.25,1665,191,132,0.6494845360824743,HERB MARKER MINT,0.012042588542310006
22920,1997.7500000000002,3325,188,133,0.6489473684210527,HERB MARKER BASIL,0.022478936005979742
22921,1055.95,1643,166,116,0.6494011976047904,HERB MARKER CHIVES,0.011881683131279843
22922,1226.3999999999999,1482,88,73,0.8563636363636363,FRIDGE MAGNETS US DINER ASSORTED,0.013799608117999525
22923,1031.85,1269,75,64,0.8448,FRIDGE MAGNETS LES ENFANTS ASSORTED,0.011610506879124112
22924,963.3,1170,74,63,0.8464864864864865,FRIDGE MAGNETS LA VIE EN ROSE,0.010839173597577415
22925,2511.7200000000003,426,162,125,5.9838036809815955,BLUE GIANT GARDEN THERMOMETER,0.028262191537949913
22926,3295.7000000000003,566,182,140,5.939071038251367,IVORY GIANT GARDEN THERMOMETER,0.03708363378546236
22927,2278.25,395,129,94,5.934496124031008,GREEN GIANT GARDEN THERMOMETER,0.025635157530032954
22928,1535.5700000000002,251,88,62,6.382499999999999,YELLOW GIANT GARDEN THERMOMETER,0.017278428112978257
22929,1199.75,19,13,13,63.91538461538461,SCHOOL DESK AND CHAIR,0.013499738942897854
22930,2513.12,1040,145,120,2.5655479452054792,BAKING MOULD HEART MILK CHOCOLATE,0.028277944515253558
22931,1873.51,792,110,95,2.5514414414414412,BAKING MOULD HEART WHITE CHOCOLATE,0.02108097179154704
22932,1950.9,872,64,51,2.5007812499999997,BAKING MOULD TOFFEE CUP CHOCOLATE,0.021951773872639656
22933,2272.2000000000003,876,91,82,2.922826086956522,BAKING MOULD EASTER EGG MILK CHOC,0.02556708216382789
22934,1527.2,560,69,65,2.9152173913043478,BAKING MOULD EASTER EGG WHITE CHOC,0.017184247812955702
22935,1964.25,673,52,46,3.1634615384615383,BAKING MOULD ROSE MILK CHOCOLATE,0.022101989763356627
22936,766.88,258,33,30,3.3037142857142854,BAKING MOULD ROSE WHITE CHOCOLATE,0.00862903088187498
22937,2420.0899999999997,939,136,122,2.6128776978417267,BAKING MOULD CHOCOLATE CUPCAKES,0.027231159173425855
22938,4355.33,2321,170,160,1.9417441860465117,CUPCAKE LACE PAPER SET 6,0.049006724742797506
22939,2178.58,446,102,77,5.279803921568627,APRON APPLE DELIGHT,0.024513658067279356
22940,7658.93,1881,302,240,4.353571428571429,FELTCRAFT CHRISTMAS FAIRY,0.08617925032875906
22941,12133.0,1570,253,205,8.447233201581028,CHRISTMAS LIGHTS 10 REINDEER,0.1365220525894392
22942,4100.25,580,131,111,7.437786259541985,CHRISTMAS LIGHTS 10 SANTAS,0.046136532278072045
22943,5939.280000000001,1274,159,128,4.97062893081761,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,0.06682953074288342
22944,1125.94,2704,57,50,0.519,CHRISTMAS METAL POSTCARD WITH BELLS,0.012669219475196012
22945,2395.93,2857,136,118,0.8922302158273381,CHRISTMAS METAL TAGS ASSORTED,0.026959307793671398
22946,5323.05,369,89,64,16.319444444444443,WOODEN ADVENT CALENDAR CREAM,0.0598956327401479
22947,5047.6,536,104,81,10.323076923076922,WOODEN ADVENT CALENDAR RED,0.05679623445565428
22948,1284.86,1454,98,69,0.9241346153846154,METAL DECORATION NAUGHTY CHILDREN,0.014457407441693469
22949,1355.75,935,86,81,1.45,36 DOILIES DOLLY GIRL,0.015255070699590555
22950,7043.95,5179,166,156,1.4367469879518073,36 DOILIES VINTAGE CHRISTMAS,0.07925941748433035
22951,3735.61,7211,354,237,0.5632033426183845,60 CAKE CASES DOLLY GIRL DESIGN,0.04203355681806932
22952,7418.400000000001,14736,467,343,0.5424166666666667,60 CAKE CASES VINTAGE CHRISTMAS,0.08347277630672512
22953,578.63,460,82,61,1.2791566265060241,BIRTHDAY PARTY CORDON BARRIER TAPE,0.006510818040866001
22954,200.0,160,28,20,1.25,HEN PARTY CORDON BARRIER TAPE,0.002250425329093204
22955,1912.3400000000001,997,106,91,2.0110185185185183,36 FOIL STAR CAKE CASES,0.021517891869190488
22956,3814.3700000000003,1998,170,144,2.0497109826589597,36 FOIL HEART CAKE CASES,0.04291977431266622
22957,4872.3,1746,196,179,2.92979797979798,SET 3 PAPER VINTAGE CHICK PAPER EGG,0.05482373665470408
22959,2003.92,4876,140,133,0.4184285714285714,WRAP CHRISTMAS VILLAGE,0.022548361627382264
22960,32616.22,8140,878,573,4.18311717861206,JAM MAKING SET WITH JARS,0.3670018381363817
22961,21147.55,15039,868,537,1.4717126436781607,JAM MAKING SET PRINTED,0.23795491084132486
22962,2947.47,3675,246,180,0.8457723577235773,JAM JAR WITH PINK LID,0.03316530572371172
22963,2451.16,3070,210,165,0.845047619047619,JAM JAR WITH GREEN LID,0.027580762748300482
22964,5026.240000000001,2510,296,216,2.134046822742475,3 PIECE SPACEBOY COOKIE CUTTER SET,0.05655588903050713
22965,2722.2200000000003,1316,206,171,2.1257971014492756,3 TRADITIONAl BISCUIT CUTTERS  SET,0.030630764196820506
22966,8615.130000000001,7196,554,388,1.2614159292035398,GINGERBREAD MAN COOKIE CUTTER,0.09693853382715367
22967,3224.65,1159,131,122,2.9286259541984734,SET 3 SONG BIRD PAPER EGGS ASSORTED,0.036284170187302
22968,6565.0,728,144,118,9.718402777777776,ROSE COTTAGE KEEPSAKE BOX,0.07387021142748441
22969,17504.2,12080,518,429,1.4507335907335908,HOMEMADE JAM SCENTED CANDLES,0.1969594752275663
22970,9582.15,4213,276,180,2.4917266187050355,LONDON BUS COFFEE MUG,0.10781956533585221
22971,5603.57,2365,233,164,2.5219574468085106,QUEENS GUARD COFFEE MUG,0.06305207930673402
22972,2785.7599999999998,1712,180,139,1.6535359116022097,CHILDREN'S SPACEBOY MUG,0.03134572432387341
22973,1914.5799999999997,1186,110,81,1.6723423423423422,CHILDREN'S CIRCUS PARADE MUG,0.021543096632876325
22974,2443.14,1514,157,126,1.6864556962025314,CHILDRENS DOLLY GIRL MUG,0.027490520692603847
22975,1405.97,1118,142,110,1.2752083333333333,SPACEBOY CHILDRENS EGG CUP,0.01582015249972586
22976,1282.34,1022,112,77,1.26070796460177,CIRCUS PARADE CHILDRENS EGG CUP,0.014429052082546892
22977,1131.21,904,111,98,1.2608035714285715,DOLLY GIRL CHILDRENS EGG CUP,0.012728518182617615
22978,9180.529999999999,2406,197,153,3.752284263959391,PANTRY ROLLING PIN,0.10330048623250013
22979,5785.71,3913,304,225,1.4965686274509804,PANTRY WASHING UP BRUSH,0.0651015416539392
22980,3656.9399999999996,2286,242,198,1.674590163934426,PANTRY SCRUBBING BRUSH,0.04114835201487049
22981,601.9499999999999,435,72,58,1.4473333333333334,PANTRY APPLE CORER,0.006773217634238269
22982,1307.05,1044,146,120,1.3150000000000002,PANTRY PASTRY BRUSH,0.014707092131956359
22983,2067.75,5026,332,223,0.42737951807228913,CARD BILLBOARD FONT,0.02326658487116236
22984,1063.66,2654,140,91,0.42157142857142854,CARD GINGHAM ROSE,0.011968437027716387
22985,1487.0,3750,96,77,0.4183333333333333,WRAP BILLBOARD FONTS DESIGN,0.01673191232180797
22986,1710.42,4101,154,124,0.41961038961038966,WRAP GINGHAM ROSE,0.01924586245693799
22987,42.0,100,4,4,0.42,WRAP SUMMER ROSE DESIGN,0.0004725893191095728
22988,10070.220000000001,8757,327,197,1.2576060606060606,SOLDIERS EGG CUP,0.11331139078770483
22989,8310.17,2693,311,241,3.2294637223974765,SET 2 PANTRY DESIGN TEA TOWELS,0.09350708528535234
22990,2670.54,602,140,117,4.760140845070423,COTTON APRON PANTRY DESIGN,0.030049254291782825
22991,6816.84,3708,234,185,2.0506694560669456,GIRAFFE WOODEN RULER,0.07670394700187858
22992,8944.439999999999,4914,285,217,1.9620819112627985,REVOLVER WOODEN RULER,0.10064397165277207
22993,14151.42,11769,866,431,1.2570034052213395,SET OF 4 PANTRY JELLY MOULDS,0.15923357005318073
22994,882.24,2104,160,89,0.4196273291925466,TRAVEL CARD WALLET RETROSPOT,0.00992707621169594
22995,932.88,2228,183,90,0.4193513513513513,TRAVEL CARD WALLET SUKI,0.01049688390502234
22996,1875.12,4540,292,155,0.4193959731543624,TRAVEL CARD WALLET VINTAGE TICKET,0.02109908771544624
22997,1038.9,2477,181,101,0.41967032967032963,TRAVEL CARD WALLET UNION JACK,0.011689834371974647
22998,4641.32,11645,437,217,0.42781818181818176,TRAVEL CARD WALLET KEEP CALM,0.05222472044213433
22999,1178.34,2809,185,108,0.41968085106382974,TRAVEL CARD WALLET VINTAGE LEAF,0.013258830911418428
23000,1274.76,3042,205,125,0.41970873786407764,TRAVEL CARD WALLET TRANSPORT,0.014343760962574264
23002,860.4,2052,140,85,0.41957746478873237,TRAVEL CARD WALLET SKULLS,0.009681329765758962
23003,225.78,541,52,38,0.41886792452830185,TRAVEL CARD WALLET VINTAGE ROSE,0.0025405051540133175
23004,779.9,1853,123,73,0.42976190476190473,TRAVEL CARD WALLET PANTRY,0.008775533570798947
23005,1767.72,4346,175,105,0.4193258426966292,TRAVEL CARD WALLET I LOVE LONDON,0.019890609313723193
23006,709.62,1693,130,88,0.4195384615384615,TRAVEL CARD WALLET FLOWER MEADOW,0.007984734110155597
23007,7048.549999999999,449,142,110,16.513380281690143,SPACEBOY BABY GIFT SET,0.0793111772668995
23008,6534.049999999999,419,120,99,16.416666666666668,DOLLY GIRL BABY GIFT SET,0.07352195810780723
23009,3262.5499999999997,209,61,48,16.425409836065572,I LOVE LONDON BABY GIFT SET,0.036710625787165156
23010,4444.75,285,89,73,16.47808988764045,CIRCUS PARADE BABY GIFT SET,0.05001288990743508
23012,3763.6400000000003,1014,198,151,3.8817000000000004,GLASS APOTHECARY BOTTLE PERFUME,0.042348953927941725
23013,3211.09,865,180,135,3.885580110497238,GLASS APOTHECARY BOTTLE TONIC,0.03613159134998948
23014,2951.78,798,160,122,3.9079012345679014,GLASS APOTHECARY BOTTLE ELIXIR,0.03321380238955369
23015,297.0,36,15,15,8.25,CORDIAL GLASS JUG,0.0033418816137034076
23016,512.85,69,19,19,7.723684210526316,GLASS TWIST BON BON JAR,0.005770653150127248
23017,751.4000000000001,64,21,20,12.178571428571429,APOTHECARY MEASURING JAR,0.008454847961403169
23018,587.2,50,20,19,12.2975,LARGE APOTHECARY MEASURING JAR,0.006607248766217647
23019,629.0500000000001,81,28,26,8.078571428571427,SMALL APOTHECARY MEASURING JAR,0.007078150266330399
23020,2092.0,176,72,67,12.33125,GLASS  SONGBIRD STORAGE JAR,0.02353944894231491
23021,475.95000000000005,117,25,24,4.134,GLASS BONNE JAM JAR,0.005355449676909552
23022,795.6800000000001,416,21,19,2.0295652173913044,SMALL BONNE JAM JAR  T-LIGHT HOLDER,0.008953092129264402
23023,411.43999999999994,260,23,23,1.7039130434782608,RIDGED BONNE JAM JAR T-LIGHT HOLDER,0.0046295749870105376
23024,662.0600000000001,254,10,8,2.73,LARGE BONNE JAM JAR  T-LIGHT HOLDER,0.007449582966897233
23025,669.61,317,46,40,2.1245652173913046,DRAWER KNOB VINTAGE GLASS BALL,0.007534536523070501
23026,1016.97,503,53,43,2.106727272727273,DRAWER KNOB VINTAGE GLASS STAR,0.011443075234639577
23027,596.96,287,27,26,2.08,DRAWER KNOB VINTAGE GLASS HEXAGON,0.006717069522277394
23028,1990.2899999999997,1241,114,88,1.6590434782608694,DRAWER KNOB CRACKLE GLAZE BLUE,0.02239499514120456
23029,2080.2,1284,138,97,1.6471014492753622,DRAWER KNOB CRACKLE GLAZE GREEN,0.02340667384789841
23031,1987.7999999999997,1228,138,93,1.6471014492753622,DRAWER KNOB CRACKLE GLAZE PINK,0.02236697734585735
