CustomerID,TotalRevenue,OrderCount,TotalQuantity,UniqueProducts,FirstPurchase,LastPurchase,AverageOrderValue,ActiveDays
15618,776.851,4,454,39,2011-07-26 10:13:00,2011-11-07 08:34:00,194.21275,103
15619,336.40000000000003,1,136,3,2011-11-29 08:14:00,2011-11-29 08:14:00,336.40000000000003,0
15620,1553.18,3,915,92,2010-12-16 14:34:00,2011-10-14 12:41:00,517.7266666666667,301
15621,1293.03,4,501,11,2011-11-18 11:49:00,2011-12-05 14:01:00,323.2575,17
15622,3709.56,9,1674,169,2011-03-02 13:42:00,2011-10-27 16:44:00,412.17333333333335,239
15623,301.03,1,125,19,2011-07-21 17:26:00,2011-07-21 17:26:00,301.03,0
15624,588.13,4,357,26,2011-03-28 13:32:00,2011-08-15 11:38:00,147.0325,139
15625,1534.26,4,1188,44,2011-04-18 14:01:00,2011-08-28 10:21:00,383.565,131
15626,675.8,2,766,49,2011-01-14 10:10:00,2011-09-26 10:03:00,337.9,254
15628,2870.2400000000002,9,1894,85,2010-12-08 09:51:00,2011-12-05 10:24:00,318.91555555555556,362
15630,1186.35,2,800,57,2011-05-19 10:16:00,2011-10-25 15:36:00,593.175,159
15632,3285.31,8,2109,107,2011-03-10 08:29:00,2011-11-24 09:51:00,410.66375,259
15634,243.55,1,99,15,2011-11-22 16:28:00,2011-11-22 16:28:00,243.55,0
15636,724.76,2,284,20,2011-03-02 14:50:00,2011-09-11 11:17:00,362.38,192
15637,223.36,1,128,15,2011-10-18 08:28:00,2011-10-18 08:28:00,223.36,0
15639,425.32,1,323,25,2011-07-28 14:30:00,2011-07-28 14:30:00,425.32,0
15640,12416.11,15,6572,240,2010-12-02 15:40:00,2011-12-05 14:35:00,827.7406666666667,367
15641,1887.2,4,1562,102,2010-12-15 14:45:00,2011-08-26 14:04:00,471.8,253
15643,664.0,3,246,31,2011-03-02 14:34:00,2011-06-01 07:38:00,221.33333333333334,90
15644,803.54,4,550,166,2011-03-23 15:37:00,2011-06-26 14:54:00,200.885,94
15645,612.01,1,256,50,2011-11-21 11:55:00,2011-11-21 11:55:00,612.01,0
15646,447.64000000000004,3,394,35,2010-12-02 16:59:00,2011-07-05 09:53:00,149.21333333333334,214
15648,639.5,2,218,23,2011-03-17 18:59:00,2011-05-19 15:53:00,319.75,62
15649,816.0,2,192,1,2010-12-07 10:06:00,2011-01-07 13:34:00,408.0,31
15651,646.3,3,479,27,2011-03-24 08:56:00,2011-11-03 08:41:00,215.4333333333333,223
15652,337.74,1,208,21,2011-09-09 14:22:00,2011-09-09 14:22:00,337.74,0
15653,877.4399999999999,2,1200,4,2011-08-16 09:50:00,2011-09-08 10:49:00,438.71999999999997,23
15654,922.53,2,475,15,2011-11-13 15:15:00,2011-11-30 13:08:00,461.265,16
15655,560.67,1,324,34,2011-04-10 15:25:00,2011-04-10 15:25:00,560.67,0
15656,748.5,4,343,46,2011-02-28 15:32:00,2011-10-25 14:56:00,187.125,238
15657,30.0,1,24,1,2011-11-17 12:19:00,2011-11-17 12:19:00,30.0,0
15658,1024.1000000000001,5,242,40,2010-12-02 10:53:00,2011-06-02 15:22:00,204.82000000000002,182
15659,306.45,1,111,11,2011-10-27 09:23:00,2011-10-27 09:23:00,306.45,0
15660,1600.86,9,1050,55,2010-12-09 09:49:00,2011-11-14 16:58:00,177.87333333333333,340
15661,309.8,2,236,4,2011-01-05 12:32:00,2011-01-26 13:56:00,154.9,21
15663,138.14,1,106,9,2011-08-25 15:50:00,2011-08-25 15:50:00,138.14,0
15664,386.43,1,157,17,2011-10-20 10:57:00,2011-10-20 10:57:00,386.43,0
15665,2222.21,2,1654,92,2011-04-10 15:09:00,2011-06-24 14:57:00,1111.105,74
15667,301.32,1,240,13,2011-10-31 10:56:00,2011-10-31 10:56:00,301.32,0
15668,76.32000000000001,1,72,1,2011-05-06 10:39:00,2011-05-06 10:39:00,76.32000000000001,0
15669,684.34,4,342,31,2011-03-21 09:13:00,2011-10-30 16:03:00,171.085,223
15670,173.05,1,91,12,2011-02-16 10:50:00,2011-02-16 10:50:00,173.05,0
15671,2657.13,7,1699,52,2011-03-14 09:37:00,2011-11-21 12:43:00,379.59000000000003,252
15673,2726.23,4,1451,107,2011-01-16 16:25:00,2011-09-12 16:12:00,681.5575,238
15674,2446.6,5,1275,88,2011-03-30 09:19:00,2011-09-27 15:17:00,489.32,181
15675,323.69,3,527,20,2011-03-04 14:21:00,2011-09-19 13:48:00,107.89666666666666,198
15676,3435.76,3,2252,191,2011-03-01 10:19:00,2011-11-21 12:40:00,1145.2533333333333,265
15677,657.23,1,319,33,2011-10-21 15:36:00,2011-10-21 15:36:00,657.23,0
15678,352.7,1,184,12,2011-10-18 09:25:00,2011-10-18 09:25:00,352.7,0
15679,781.28,4,1170,98,2011-06-10 08:24:00,2011-11-15 16:19:00,195.32,158
15680,1333.68,3,952,61,2010-12-08 14:43:00,2011-11-30 13:46:00,444.56,356
15681,1426.16,5,816,32,2011-03-04 13:46:00,2011-11-14 16:30:00,285.232,255
15683,193.75,1,131,10,2011-08-14 12:56:00,2011-08-14 12:56:00,193.75,0
15687,2993.1,9,1310,119,2011-01-13 15:13:00,2011-12-01 08:33:00,332.56666666666666,321
15689,254.1,2,84,8,2010-12-13 09:57:00,2011-08-12 09:37:00,127.05,241
15690,239.76,2,408,19,2011-08-31 11:40:00,2011-12-05 15:59:00,119.88,96
15691,136.8,1,72,2,2011-04-01 15:13:00,2011-04-01 15:13:00,136.8,0
15692,191.04,1,138,12,2011-11-11 14:12:00,2011-11-11 14:12:00,191.04,0
15694,6479.4,14,1677,42,2010-12-02 07:49:00,2011-12-09 09:44:00,462.8142857142857,372
15695,409.98,2,212,22,2011-03-18 08:31:00,2011-03-18 08:32:00,204.99,0
15696,2711.11,8,1015,140,2011-01-17 11:24:00,2011-11-06 14:02:00,338.88875,293
15699,309.65,1,113,18,2011-11-22 08:26:00,2011-11-22 08:26:00,309.65,0
15700,696.68,2,357,85,2011-06-19 15:36:00,2011-06-20 16:53:00,348.34,1
15701,1529.0,4,912,193,2011-08-21 12:36:00,2011-12-07 14:39:00,382.25,108
15703,211.5,1,66,5,2011-03-20 10:51:00,2011-03-20 10:51:00,211.5,0
15704,2293.62,4,1028,79,2011-05-08 12:42:00,2011-07-22 13:35:00,573.405,75
15705,143.1,1,62,6,2011-05-22 15:37:00,2011-05-22 15:37:00,143.1,0
15706,1060.56,4,321,50,2011-08-15 14:32:00,2011-10-07 10:09:00,265.14,52
15707,916.98,4,594,126,2011-09-14 14:19:00,2011-11-04 14:35:00,229.245,51
15708,3235.25,7,1217,124,2010-12-05 11:12:00,2011-10-30 10:54:00,462.17857142857144,328
15709,133.25,1,121,6,2011-03-01 10:38:00,2011-03-01 10:38:00,133.25,0
15712,1072.3600000000001,5,486,41,2011-02-25 11:32:00,2011-11-30 14:09:00,214.47200000000004,278
15713,356.7,2,150,18,2010-12-08 15:16:00,2011-07-19 13:34:00,178.35,222
15714,330.03000000000003,2,186,34,2011-09-23 11:25:00,2011-11-28 11:26:00,165.01500000000001,66
15716,1101.1100000000001,4,738,101,2010-12-05 12:26:00,2011-07-17 11:59:00,275.27750000000003,223
15717,150.3,1,70,7,2011-04-19 13:21:00,2011-04-19 13:21:00,150.3,0
15719,5030.07,13,2718,299,2011-01-06 12:31:00,2011-11-07 12:29:00,386.92846153846153,304
15720,598.73,1,281,128,2011-11-15 14:48:00,2011-11-15 14:48:00,598.73,0
15721,471.40000000000003,1,388,80,2011-11-28 12:14:00,2011-11-28 12:14:00,471.40000000000003,0
15722,2211.21,5,1023,45,2011-02-22 12:24:00,2011-11-04 11:43:00,442.242,254
15723,190.7,1,73,37,2010-12-10 11:12:00,2010-12-10 11:12:00,190.7,0
15724,218.25,2,73,11,2011-02-28 10:40:00,2011-05-22 14:40:00,109.125,83
15725,415.25,1,221,32,2011-11-24 14:51:00,2011-11-24 14:51:00,415.25,0
15727,5159.06,7,3063,213,2010-12-15 15:47:00,2011-11-23 12:36:00,737.0085714285715,342
15729,85.0,1,28,5,2011-05-11 12:36:00,2011-05-11 12:36:00,85.0,0
15730,1120.88,3,689,68,2011-05-17 12:43:00,2011-10-05 12:31:00,373.6266666666667,140
15732,294.12,2,215,13,2010-12-02 15:00:00,2011-05-11 14:24:00,147.06,159
15733,162.3,1,62,10,2011-03-02 09:05:00,2011-03-02 09:05:00,162.3,0
15734,1339.45,2,346,25,2011-05-23 14:59:00,2011-08-17 10:50:00,669.725,85
15737,1188.1200000000001,8,597,60,2011-04-11 10:01:00,2011-11-25 11:21:00,148.51500000000001,228
15738,4812.42,16,2982,46,2010-12-02 12:50:00,2011-11-21 08:26:00,300.77625,353
15739,449.12,1,472,8,2011-10-04 13:42:00,2011-10-04 13:42:00,449.12,0
15740,154.88,1,152,9,2011-10-21 14:29:00,2011-10-21 14:29:00,154.88,0
15743,775.96,4,214,59,2011-06-08 10:14:00,2011-11-23 17:19:00,193.99,168
15744,34.8,1,120,3,2011-09-23 09:52:00,2011-09-23 09:52:00,34.8,0
15745,1094.59,4,421,57,2011-04-17 13:04:00,2011-11-20 13:45:00,273.6475,217
15746,196.88,1,178,28,2011-07-28 15:21:00,2011-07-28 15:21:00,196.88,0
15747,946.64,3,466,52,2011-06-20 11:30:00,2011-11-27 12:26:00,315.5466666666667,160
15748,144.36,1,50,19,2011-10-30 12:51:00,2011-10-30 12:51:00,144.36,0
15749,44534.3,3,18028,5,2011-01-11 12:55:00,2011-04-18 13:20:00,14844.766666666668,97
15750,2463.05,8,1783,214,2010-12-08 10:36:00,2011-12-07 12:34:00,307.88125,364
15752,2626.6,7,1960,236,2010-12-02 09:43:00,2011-10-31 11:37:00,375.2285714285714,333
15753,79.2,1,144,1,2011-02-08 12:41:00,2011-02-08 12:41:00,79.2,0
15754,458.57,3,199,24,2011-04-07 12:24:00,2011-10-19 14:40:00,152.85666666666665,195
15755,2364.25,6,1427,127,2011-02-18 11:53:00,2011-11-29 14:57:00,394.0416666666667,284
15756,528.01,4,241,160,2011-04-04 14:00:00,2011-10-09 13:30:00,132.0025,187
15757,714.42,2,491,43,2011-05-06 11:40:00,2011-10-05 12:14:00,357.21,152
15758,205.25,1,47,9,2011-11-15 10:48:00,2011-11-15 10:48:00,205.25,0
15759,253.04,3,60,5,2010-12-16 15:29:00,2011-05-05 15:13:00,84.34666666666666,139
15762,583.75,2,251,37,2011-09-23 15:17:00,2011-10-05 16:15:00,291.875,12
15763,1086.92,2,271,58,2011-09-23 12:10:00,2011-11-08 09:44:00,543.46,45
15764,3279.97,6,2050,150,2011-03-08 09:23:00,2011-09-12 17:58:00,546.6616666666666,188
15766,315.06,1,170,11,2011-10-06 17:03:00,2011-10-06 17:03:00,315.06,0
15768,621.8299999999999,3,244,23,2011-04-28 09:20:00,2011-08-16 10:48:00,207.27666666666664,110
15769,56252.72,26,29672,26,2010-12-03 15:16:00,2011-12-02 13:52:00,2163.566153846154,363
15773,635.6800000000001,1,311,10,2011-12-04 12:48:00,2011-12-04 12:48:00,635.6800000000001,0
15774,270.8,1,87,25,2011-10-02 12:04:00,2011-10-02 12:04:00,270.8,0
15775,104.9,1,68,7,2011-04-08 12:56:00,2011-04-08 12:56:00,104.9,0
15776,241.62,1,138,18,2011-07-29 13:46:00,2011-07-29 13:46:00,241.62,0
15777,1047.11,4,378,18,2010-12-13 16:38:00,2011-04-12 16:43:00,261.7775,120
15780,475.28000000000003,3,220,26,2010-12-17 11:43:00,2011-06-09 12:01:00,158.42666666666668,174
15781,345.46,3,180,20,2011-02-07 09:15:00,2011-11-14 14:57:00,115.15333333333332,280
15782,2614.7400000000002,3,864,34,2011-09-11 14:29:00,2011-11-30 10:49:00,871.58,79
15783,246.3,1,212,14,2011-11-29 09:50:00,2011-11-29 09:50:00,246.3,0
15785,2328.9700000000003,5,1612,58,2011-02-17 14:17:00,2011-11-07 11:33:00,465.79400000000004,262
15786,4919.0,3,3340,257,2011-08-17 13:33:00,2011-10-24 14:13:00,1639.6666666666667,68
15787,933.26,3,534,156,2011-10-09 13:11:00,2011-11-13 14:55:00,311.08666666666664,35
15789,351.3,1,438,25,2010-12-16 14:35:00,2010-12-16 14:35:00,351.3,0
15790,218.75,1,113,34,2011-11-29 14:53:00,2011-11-29 14:53:00,218.75,0
15791,1612.69,2,731,66,2011-05-19 15:15:00,2011-10-27 10:14:00,806.345,160
15793,965.61,3,553,6,2011-03-16 10:45:00,2011-11-25 09:31:00,321.87,253
15795,610.01,1,581,42,2011-07-13 10:43:00,2011-07-13 10:43:00,610.01,0
15796,2708.61,8,860,70,2011-02-10 15:40:00,2011-12-08 19:55:00,338.57625,301
15797,2207.4,4,873,8,2011-01-24 15:47:00,2011-08-18 17:04:00,551.85,206
15799,884.14,3,955,94,2011-01-09 15:13:00,2011-09-25 12:46:00,294.7133333333333,258
15800,696.89,2,332,116,2011-04-07 12:39:00,2011-08-24 14:23:00,348.445,139
15801,1063.95,3,570,61,2011-08-22 09:53:00,2011-10-24 13:52:00,354.65000000000003,63
15802,451.42,1,1,1,2011-07-20 11:38:00,2011-07-20 11:38:00,451.42,0
15803,415.82000000000005,1,290,8,2011-10-19 14:56:00,2011-10-19 14:56:00,415.82000000000005,0
15804,4206.39,13,2565,170,2011-05-25 10:12:00,2011-12-09 12:31:00,323.5684615384616,198
15805,5488.18,17,3367,220,2010-12-10 09:33:00,2011-11-16 16:32:00,322.83411764705886,341
15806,784.58,3,602,24,2011-03-08 09:24:00,2011-10-24 14:35:00,261.5266666666667,230
15807,903.9,3,430,48,2011-09-23 14:43:00,2011-10-20 14:10:00,301.3,26
15808,3651.27,4,1305,142,2010-12-05 13:05:00,2011-02-06 14:33:00,912.8175,63
15809,515.77,5,301,31,2011-02-10 11:16:00,2011-11-03 16:40:00,103.154,266
15810,1391.98,4,861,66,2011-02-16 09:11:00,2011-09-22 09:38:00,347.995,218
15811,2218.62,6,1071,117,2010-12-09 15:29:00,2011-11-17 15:31:00,369.77,343
15812,1801.14,5,922,36,2011-01-26 12:12:00,2011-08-24 14:19:00,360.228,210
15813,1303.9099999999999,2,603,40,2011-04-14 09:09:00,2011-05-16 08:13:00,651.9549999999999,31
15814,1945.33,4,1271,63,2011-10-20 09:04:00,2011-11-23 08:17:00,486.3325,33
15815,2100.6,5,1856,33,2011-03-25 08:43:00,2011-10-07 12:42:00,420.12,196
15819,1905.45,4,1357,96,2011-03-08 09:45:00,2011-10-21 14:50:00,476.3625,227
15820,206.98,1,128,17,2011-01-24 12:00:00,2011-01-24 12:00:00,206.98,0
15821,570.96,2,202,57,2011-10-09 13:28:00,2011-10-26 15:48:00,285.48,17
15822,885.47,2,375,28,2010-12-15 13:38:00,2011-12-06 14:50:00,442.735,356
15823,15.0,1,1,1,2010-12-02 15:08:00,2010-12-02 15:08:00,15.0,0
15825,532.94,1,220,20,2011-06-20 13:27:00,2011-06-20 13:27:00,532.94,0
15826,1654.31,3,963,64,2011-05-13 10:44:00,2011-10-14 16:05:00,551.4366666666666,154
15827,1836.0900000000001,14,882,72,2010-12-02 13:06:00,2011-09-27 15:35:00,131.14928571428572,299
15829,636.14,2,996,44,2011-07-22 10:23:00,2011-09-01 16:45:00,318.07,41
15830,576.0,1,415,39,2011-11-02 10:40:00,2011-11-02 10:40:00,576.0,0
15831,794.64,3,1092,63,2011-01-19 14:52:00,2011-10-12 13:14:00,264.88,265
15832,836.79,1,465,54,2011-03-30 15:29:00,2011-03-30 15:29:00,836.79,0
15834,2225.15,4,961,242,2011-03-07 17:52:00,2011-09-30 14:41:00,556.2875,206
15835,954.09,4,439,47,2011-01-13 10:35:00,2011-10-26 15:47:00,238.5225,286
15836,137.37,1,26,10,2011-10-20 17:13:00,2011-10-20 17:13:00,137.37,0
15837,391.98,1,189,24,2011-10-06 09:01:00,2011-10-06 09:01:00,391.98,0
15838,33643.08,19,18368,54,2010-12-07 11:26:00,2011-11-28 14:00:00,1770.6884210526316,356
15839,1048.49,3,675,56,2011-07-14 16:35:00,2011-11-06 13:54:00,349.49666666666667,114
15840,355.56,2,396,26,2011-06-20 11:42:00,2011-10-12 09:08:00,177.78,113
15841,1224.06,4,942,36,2011-01-05 11:25:00,2011-09-28 12:15:00,306.015,266
15843,118.95000000000002,1,27,8,2011-02-09 10:19:00,2011-02-09 10:19:00,118.95000000000002,0
15844,130.73999999999998,1,134,11,2011-10-24 15:19:00,2011-10-24 15:19:00,130.73999999999998,0
15845,3711.77,8,1926,97,2011-01-06 17:19:00,2011-11-22 09:42:00,463.97125,319
15847,389.27,2,449,22,2011-02-24 16:46:00,2011-11-01 14:41:00,194.635,249
15850,234.88,2,298,87,2011-06-24 14:16:00,2011-11-20 14:14:00,117.44,148
15852,160.71,2,48,22,2011-05-26 13:26:00,2011-06-06 11:22:00,80.355,10
15853,110.8,1,135,29,2011-10-19 10:38:00,2011-10-19 10:38:00,110.8,0
15854,2969.12,12,926,105,2010-12-13 11:47:00,2011-12-05 13:39:00,247.42666666666665,357
15855,712.24,5,470,59,2011-03-21 12:32:00,2011-07-26 10:20:00,142.448,126
15856,16143.64,27,10866,295,2010-12-09 13:34:00,2011-12-05 17:09:00,597.9125925925925,361
15857,297.0,1,308,14,2011-11-21 12:18:00,2011-11-21 12:18:00,297.0,0
15858,1427.57,5,1163,145,2010-12-07 14:31:00,2011-11-24 12:48:00,285.514,351
15860,965.16,8,437,105,2010-12-06 11:38:00,2011-10-30 11:25:00,120.645,327
15861,3146.92,8,2528,339,2011-03-17 20:12:00,2011-11-27 15:59:00,393.365,254
15862,832.88,4,585,142,2010-12-01 11:21:00,2011-12-01 13:28:00,208.22,365
15863,68.84,2,19,18,2011-05-31 11:36:00,2011-11-14 12:49:00,34.42,167
15864,1936.3200000000002,6,1192,16,2011-01-27 16:43:00,2011-11-17 13:32:00,322.72,293
15865,895.13,3,368,37,2011-05-10 11:44:00,2011-10-30 12:43:00,298.37666666666667,173
15866,211.89,1,124,43,2011-08-30 14:09:00,2011-08-30 14:09:00,211.89,0
15867,3810.14,15,2052,302,2010-12-05 14:17:00,2011-12-04 13:32:00,254.00933333333333,363
15869,149.64,2,175,13,2011-03-07 17:19:00,2011-03-07 17:23:00,74.82,0
15870,351.44,1,333,68,2011-11-07 10:58:00,2011-11-07 10:58:00,351.44,0
15872,316.25,2,187,101,2011-11-25 11:54:00,2011-11-25 11:55:00,158.125,0
15874,4405.88,7,2534,110,2011-02-28 13:28:00,2011-10-07 12:31:00,629.4114285714286,220
15877,490.33,2,368,122,2011-11-22 11:18:00,2011-12-08 11:53:00,245.165,16
15880,329.03000000000003,1,202,95,2010-12-05 13:00:00,2010-12-05 13:00:00,329.03000000000003,0
15881,501.39000000000004,5,260,26,2010-12-10 13:32:00,2011-01-31 16:59:00,100.278,52
15882,516.36,4,276,23,2010-12-06 13:01:00,2011-05-25 11:35:00,129.09,169
15883,396.48,2,223,42,2011-11-06 14:50:00,2011-12-07 17:05:00,198.24,31
15885,379.35,3,111,18,2011-02-03 15:28:00,2011-09-08 10:43:00,126.45,216
15886,181.09,1,147,12,2011-10-10 14:25:00,2011-10-10 14:25:00,181.09,0
15888,168.31,1,76,11,2011-09-20 12:30:00,2011-09-20 12:30:00,168.31,0
15889,420.07,2,206,79,2010-12-05 15:12:00,2011-07-06 11:10:00,210.035,212
15891,511.68,1,418,60,2011-04-27 12:35:00,2011-04-27 12:35:00,511.68,0
15894,258.25,2,164,35,2010-12-05 14:06:00,2011-03-31 13:50:00,129.125,115
15895,179.17,1,94,11,2011-07-13 10:27:00,2011-07-13 10:27:00,179.17,0
15897,208.59,2,223,17,2011-05-29 13:32:00,2011-05-29 13:50:00,104.295,0
15898,1383.83,5,567,70,2010-12-06 11:01:00,2011-12-08 15:23:00,276.76599999999996,367
15899,56.25,1,39,4,2010-12-06 10:36:00,2010-12-06 10:36:00,56.25,0
15900,337.28,1,216,44,2011-11-16 12:19:00,2011-11-16 12:19:00,337.28,0
15901,351.73,3,379,102,2011-07-08 12:18:00,2011-11-23 12:43:00,117.24333333333334,138
15903,5126.76,7,2410,46,2011-02-17 14:04:00,2011-11-30 08:08:00,732.3942857142857,285
15904,164.68,1,84,30,2011-12-01 14:50:00,2011-12-01 14:50:00,164.68,0
15906,1567.69,7,544,113,2011-03-29 13:28:00,2011-11-20 12:24:00,223.9557142857143,235
15907,882.72,3,478,175,2011-05-13 13:01:00,2011-12-06 12:21:00,294.24,206
15909,191.94,1,98,7,2011-06-19 10:38:00,2011-06-19 10:38:00,191.94,0
15910,1228.88,8,1013,215,2011-01-27 11:55:00,2011-12-09 10:51:00,153.61,315
15912,264.62,2,185,19,2011-04-20 17:10:00,2011-06-14 14:29:00,132.31,54
15916,1502.8600000000001,8,752,124,2010-12-08 13:07:00,2011-11-23 13:46:00,187.85750000000002,350
15917,123.1,1,42,12,2011-04-06 10:40:00,2011-04-06 10:40:00,123.1,0
15918,334.23,2,153,33,2011-03-13 15:55:00,2011-06-02 11:42:00,167.115,80
15919,525.69,2,385,103,2010-12-06 11:26:00,2011-11-20 11:28:00,262.845,349
15920,167.5,4,99,53,2011-07-08 15:16:00,2011-07-08 15:31:00,41.875,0
15921,323.03000000000003,1,162,24,2011-06-20 11:03:00,2011-06-20 11:03:00,323.03000000000003,0
15922,369.5,1,138,11,2010-12-01 13:51:00,2010-12-01 13:51:00,369.5,0
15923,127.08,1,122,21,2010-12-02 12:16:00,2010-12-02 12:16:00,127.08,0
15925,207.15,1,93,12,2011-05-29 15:35:00,2011-05-29 15:35:00,207.15,0
15930,426.63,1,139,21,2011-10-03 14:52:00,2011-10-03 14:52:00,426.63,0
15932,2495.87,8,2325,93,2011-02-23 14:50:00,2011-12-05 17:13:00,311.98375,285
15933,1107.46,3,885,63,2011-09-14 12:05:00,2011-11-18 13:14:00,369.15333333333336,65
15935,416.86,2,115,12,2011-04-12 09:35:00,2011-04-14 13:27:00,208.43,2
15937,145.35,1,73,7,2011-10-06 15:48:00,2011-10-06 15:48:00,145.35,0
15938,404.58,5,240,13,2011-01-20 10:11:00,2011-08-19 12:56:00,80.916,211
15939,6115.01,15,4728,28,2011-01-12 12:43:00,2011-09-11 11:30:00,407.6673333333334,241
15940,35.8,1,4,1,2011-02-01 16:18:00,2011-02-01 16:18:00,35.8,0
15942,337.44,1,232,14,2011-07-29 09:01:00,2011-07-29 09:01:00,337.44,0
15944,325.1,1,50,6,2011-03-08 10:33:00,2011-03-08 10:33:00,325.1,0
15945,181.0,1,52,2,2010-12-09 13:14:00,2010-12-09 13:14:00,181.0,0
15947,1708.24,1,898,29,2011-09-18 10:46:00,2011-09-18 10:46:00,1708.24,0
15948,955.24,2,567,51,2011-10-27 08:35:00,2011-12-01 15:32:00,477.62,35
15949,364.72,2,284,12,2011-09-29 17:34:00,2011-11-23 09:09:00,182.36,54
15950,1744.71,4,719,86,2010-12-15 11:56:00,2011-11-08 11:09:00,436.1775,327
15951,708.22,2,313,36,2011-02-27 11:57:00,2011-12-01 08:34:00,354.11,276
15952,781.91,4,391,65,2011-04-28 12:55:00,2011-11-06 11:18:00,195.4775,191
15953,1657.28,8,891,63,2010-12-05 15:15:00,2011-11-24 15:32:00,207.16,354
15955,4416.26,14,2135,137,2010-12-02 11:22:00,2011-11-15 14:15:00,315.44714285714286,348
15957,428.89,1,211,40,2011-11-08 12:14:00,2011-11-08 12:14:00,428.89,0
15958,104.35,1,33,7,2011-09-26 13:41:00,2011-09-26 13:41:00,104.35,0
15963,470.76,2,298,26,2011-10-25 13:05:00,2011-11-20 11:33:00,235.38,25
15965,808.87,4,434,88,2010-12-07 13:18:00,2011-11-22 16:44:00,202.2175,350
15967,397.68,2,205,73,2011-01-25 11:57:00,2011-11-16 15:41:00,198.84,295
15969,666.1,3,124,20,2011-06-07 12:19:00,2011-12-07 11:06:00,222.03333333333333,182
15970,314.1,1,116,11,2011-02-09 12:08:00,2011-02-09 12:08:00,314.1,0
15971,4199.85,12,1717,10,2011-02-01 16:47:00,2011-11-22 12:50:00,349.9875,293
15973,307.82000000000005,1,106,4,2010-12-08 11:42:00,2010-12-08 11:42:00,307.82000000000005,0
15974,3442.15,7,2262,141,2011-02-24 10:10:00,2011-10-31 13:13:00,491.7357142857143,249
15975,371.01,1,243,24,2011-09-16 13:33:00,2011-09-16 13:33:00,371.01,0
15976,427.64,2,275,83,2011-05-03 17:12:00,2011-06-27 13:00:00,213.82,54
15977,1054.73,2,1016,48,2011-10-31 16:24:00,2011-11-22 13:29:00,527.365,21
15978,1098.78,1,888,49,2011-09-23 15:21:00,2011-09-23 15:21:00,1098.78,0
15980,2398.86,3,1560,40,2011-03-30 15:05:00,2011-09-12 09:41:00,799.62,165
15981,3408.48,8,1866,53,2011-02-01 13:50:00,2011-11-15 08:00:00,426.06,286
15983,1465.12,4,886,82,2010-12-01 12:15:00,2011-11-17 17:34:00,366.28,351
15984,2780.63,10,1815,217,2010-12-06 13:21:00,2011-12-07 12:16:00,278.063,365
15985,1142.42,2,1086,29,2011-04-17 11:04:00,2011-08-08 16:31:00,571.21,113
15986,168.12,1,268,14,2011-11-09 15:17:00,2011-11-09 15:17:00,168.12,0
15987,1432.77,7,1533,110,2010-12-06 08:34:00,2011-11-27 15:38:00,204.68142857142857,356
15988,156.78,1,180,26,2011-11-20 13:23:00,2011-11-20 13:23:00,156.78,0
15990,792.11,2,443,52,2011-02-25 15:35:00,2011-10-26 15:58:00,396.055,243
15992,41.989999999999995,1,17,3,2011-12-06 11:00:00,2011-12-06 11:00:00,41.989999999999995,0
15993,2777.67,7,2037,335,2011-10-26 16:21:00,2011-12-01 10:45:00,396.81,35
15994,414.27,1,173,31,2011-10-16 12:28:00,2011-10-16 12:28:00,414.27,0
15996,1032.58,6,380,103,2010-12-08 15:59:00,2011-09-12 15:14:00,172.09666666666666,277
15998,3080.22,5,2032,370,2010-12-12 13:32:00,2011-11-03 12:45:00,616.044,325
16000,12393.7,3,5110,9,2011-12-07 12:14:00,2011-12-07 12:17:00,4131.233333333334,0
16003,2735.37,5,1185,82,2010-12-15 12:09:00,2011-11-10 09:57:00,547.074,329
16005,578.71,4,280,173,2011-03-14 11:46:00,2011-11-27 13:47:00,144.6775,258
16006,101.4,1,84,8,2011-05-12 13:12:00,2011-05-12 13:12:00,101.4,0
16007,1693.81,4,1388,221,2011-05-08 13:32:00,2011-10-23 11:05:00,423.4525,167
16008,478.78,3,323,29,2011-05-19 10:54:00,2011-11-16 10:32:00,159.59333333333333,180
16009,972.11,4,366,68,2011-07-03 11:26:00,2011-11-17 16:51:00,243.0275,137
16010,392.4,3,202,62,2010-12-12 12:18:00,2011-04-08 10:14:00,130.79999999999998,116
16011,3352.96,16,2035,99,2010-12-08 16:34:00,2011-12-01 16:31:00,209.56,357
16012,1415.29,3,799,87,2011-07-07 18:02:00,2011-11-04 13:25:00,471.7633333333333,119
16013,37130.6,47,15536,30,2010-12-03 13:09:00,2011-12-06 10:36:00,790.0127659574467,367
16014,646.83,3,258,123,2011-02-21 17:42:00,2011-11-02 12:04:00,215.61,253
16015,704.55,3,907,146,2011-10-21 12:56:00,2011-12-06 10:58:00,234.85,45
16016,1465.51,8,602,156,2010-12-08 12:36:00,2011-12-06 14:35:00,183.18875,363
16017,211.88,1,102,26,2011-10-23 12:56:00,2011-10-23 12:56:00,211.88,0
16018,408.90000000000003,2,190,26,2011-06-12 13:52:00,2011-10-31 14:13:00,204.45000000000002,141
16019,3786.2400000000002,9,1733,133,2010-12-10 12:29:00,2011-10-24 11:51:00,420.6933333333334,317
16020,851.01,3,487,42,2011-10-05 13:54:00,2011-11-23 11:18:00,283.67,48
16022,602.63,1,255,68,2011-03-24 13:16:00,2011-03-24 13:16:00,602.63,0
