InvoiceNo,OrderRevenue,Units,ProductLines,CustomerID,InvoiceDate
565426,131.81,106,43,12851,2011-09-04 12:41:00
565427,235.54,81,30,17774,2011-09-04 12:49:00
565429,182.12,57,14,16434,2011-09-04 12:54:00
565430,347.5,337,40,14335,2011-09-04 13:07:00
565431,471.59,351,78,14965,2011-09-04 13:15:00
565432,242.61,105,66,16241,2011-09-04 13:16:00
565433,124.5,12,2,14965,2011-09-04 13:20:00
565434,672.66,772,88,12867,2011-09-04 13:35:00
565435,34.0,8,1,16241,2011-09-04 13:38:00
565436,360.96,270,20,14189,2011-09-04 13:45:00
565437,568.25,261,30,17050,2011-09-04 13:48:00
565438,161.05,77,15,17229,2011-09-04 13:56:00
565439,554.21,377,29,14852,2011-09-04 13:56:00
565440,761.6800000000001,266,19,12709,2011-09-04 14:06:00
565441,110.04,57,15,13240,2011-09-04 14:08:00
565442,819.26,559,37,12627,2011-09-04 14:09:00
565443,891.8199999999999,509,50,12567,2011-09-04 14:22:00
565444,128.9,34,16,17894,2011-09-04 14:36:00
565445,397.15,272,61,13548,2011-09-04 14:50:00
565446,400.24,200,18,16057,2011-09-04 15:19:00
565447,625.1,326,25,14107,2011-09-04 15:20:00
565448,49.650000000000006,19,3,16057,2011-09-04 15:21:00
565449,34.8,24,2,16057,2011-09-04 15:21:00
565450,323.16,172,21,17722,2011-09-04 15:22:00
565451,752.6700000000001,319,35,15365,2011-09-04 15:37:00
565452,316.84000000000003,228,9,15187,2011-09-04 15:52:00
565453,582.9,374,29,15136,2011-09-04 16:05:00
565454,117.15,49,7,17410,2011-09-04 16:08:00
565456,227.68,212,46,16629,2011-09-04 16:12:00
565457,538.8000000000001,169,18,14565,2011-09-05 09:07:00
565458,477.7,202,14,16523,2011-09-05 09:16:00
565459,859.6800000000001,864,6,16656,2011-09-05 09:20:00
565460,1414.64,2300,55,16843,2011-09-05 09:24:00
565461,224.8,102,15,18261,2011-09-05 09:34:00
565462,304.95,373,10,16551,2011-09-05 09:38:00
565463,335.8,208,13,13748,2011-09-05 09:45:00
565464,31.6,8,2,13748,2011-09-05 09:45:00
565465,581.39,409,26,15364,2011-09-05 09:46:00
565466,147.7,82,8,12422,2011-09-05 09:48:00
565467,315.78,178,15,14129,2011-09-05 09:49:00
565468,51.550000000000004,13,3,14129,2011-09-05 09:49:00
565469,591.3,54,1,17389,2011-09-05 10:00:00
565470,275.7,202,16,12576,2011-09-05 10:06:00
565471,859.32,514,38,13931,2011-09-05 10:12:00
565472,385.04,277,36,16255,2011-09-05 10:15:00
565473,423.5,240,26,16717,2011-09-05 10:27:00
565474,50.0,1,1,14156,2011-09-05 10:34:00
565475,7335.0599999999995,4934,50,14156,2011-09-05 10:47:00
565476,958.8000000000001,456,4,14156,2011-09-05 10:48:00
565478,193.32,137,43,15005,2011-09-05 11:18:00
565479,307.03000000000003,142,15,13999,2011-09-05 11:19:00
565480,102.0,40,1,18273,2011-09-05 11:27:00
565481,122.22,32,25,16891,2011-09-05 11:31:00
565488,205.3,37,12,15307,2011-09-05 11:38:00
565491,2251.94,1066,19,13881,2011-09-05 11:41:00
565492,177.60000000000002,96,1,13881,2011-09-05 11:43:00
565513,313.08000000000004,276,13,14401,2011-09-05 11:51:00
565515,457.8,213,14,17491,2011-09-05 11:51:00
565519,1092.35,234,39,12502,2011-09-05 11:52:00
565541,572.39,571,141,14159,2011-09-05 12:00:00
565542,497.61,307,26,16820,2011-09-05 12:06:00
565563,183.83,104,18,14177,2011-09-05 12:18:00
565565,131.64,34,16,14534,2011-09-05 12:20:00
565569,48.3,18,2,14111,2011-09-05 12:21:00
565577,7.5,2,1,14177,2011-09-05 12:24:00
565579,134.9,95,47,18283,2011-09-05 12:35:00
565580,1298.18,682,12,13851,2011-09-05 12:36:00
565583,253.55,51,14,12816,2011-09-05 12:41:00
565584,315.17,165,15,14243,2011-09-05 13:10:00
565585,306.82,232,18,16172,2011-09-05 13:22:00
565586,33.04,24,2,16172,2011-09-05 13:22:00
565587,537.3,148,7,12727,2011-09-05 13:38:00
565588,299.67,231,39,16918,2011-09-05 13:50:00
565589,691.1999999999999,288,2,17450,2011-09-05 13:52:00
565590,324.5,179,2,16029,2011-09-05 13:53:00
565591,177.60000000000002,96,1,16029,2011-09-05 13:54:00
565592,480.00000000000006,240,2,16029,2011-09-05 13:54:00
565593,344.07,307,22,17612,2011-09-05 14:07:00
565594,312.49,322,23,13510,2011-09-05 14:11:00
565595,447.62,297,30,13192,2011-09-05 14:13:00
565596,301.32,203,25,16444,2011-09-05 14:27:00
565598,213.04000000000002,78,12,14842,2011-09-05 14:30:00
565610,357.34,226,18,14849,2011-09-05 14:56:00
565611,401.94,238,15,14849,2011-09-05 14:57:00
565612,457.7,186,21,12616,2011-09-05 15:17:00
565613,263.2,254,19,13744,2011-09-05 15:19:00
565614,82.75,41,11,17309,2011-09-05 15:20:00
565616,472.64,355,23,15238,2011-09-05 15:26:00
565618,347.88,338,25,15974,2011-09-05 15:40:00
565631,1226.16,568,10,14680,2011-09-05 15:49:00
565643,356.75,207,8,13468,2011-09-05 15:56:00
565644,299.16,156,5,15491,2011-09-05 15:56:00
565648,235.85,190,61,18196,2011-09-05 16:22:00
565649,478.9,156,54,16712,2011-09-05 16:27:00
565664,673.94,533,42,13211,2011-09-05 17:36:00
565665,488.21,285,25,15856,2011-09-05 17:44:00
565667,174.86,102,9,17449,2011-09-06 08:34:00
565668,378.75,291,4,15291,2011-09-06 09:15:00
565669,149.12,192,3,17560,2011-09-06 09:18:00
565670,656.46,316,25,14944,2011-09-06 09:23:00
565672,556.26,326,30,17700,2011-09-06 09:34:00
565673,340.56,104,10,14441,2011-09-06 09:45:00
565674,224.28,74,13,15271,2011-09-06 09:49:00
565675,2184.59,601,38,15513,2011-09-06 09:51:00
565676,238.68,106,5,15513,2011-09-06 09:53:00
565677,192.4,92,11,15521,2011-09-06 10:04:00
565678,17.4,12,1,15521,2011-09-06 10:04:00
565679,310.6,78,4,15199,2011-09-06 10:12:00
565680,100.8,240,1,14560,2011-09-06 10:27:00
565682,833.0600000000001,466,61,14796,2011-09-06 10:42:00
565684,189.6,144,12,16455,2011-09-06 10:46:00
565685,638.4000000000001,384,8,15671,2011-09-06 10:53:00
565723,301.80000000000007,158,4,14408,2011-09-06 11:29:00
565724,185.0,120,7,16168,2011-09-06 11:53:00
565725,537.9,542,38,13949,2011-09-06 11:55:00
565726,1124.49,733,71,14360,2011-09-06 11:58:00
565727,332.89,265,23,13158,2011-09-06 11:58:00
565728,549.7,304,17,17716,2011-09-06 12:00:00
565729,25.200000000000003,12,1,17716,2011-09-06 12:01:00
565730,347.3,169,27,14715,2011-09-06 12:02:00
565731,125.0,68,9,17716,2011-09-06 12:02:00
565732,257.8,140,14,17068,2011-09-06 12:10:00
565733,164.4,80,4,16359,2011-09-06 12:11:00
565734,385.81,220,36,17191,2011-09-06 12:15:00
565735,15.0,1,1,16904,2011-09-06 12:25:00
565736,155.51999999999998,432,1,13784,2011-09-06 12:27:00
565737,303.93,172,28,16400,2011-09-06 12:27:00
565738,582.8,277,19,14667,2011-09-06 12:30:00
565740,430.32,192,4,15189,2011-09-06 12:31:00
565741,354.62,164,4,15189,2011-09-06 12:32:00
565747,315.65,103,10,14239,2011-09-06 12:38:00
565748,4005.35,1145,58,14156,2011-09-06 12:38:00
565749,228.84,140,5,14156,2011-09-06 12:44:00
565750,151.74,114,10,14208,2011-09-06 12:48:00
565751,258.64,115,28,16393,2011-09-06 12:56:00
565753,99.0,12,2,13538,2011-09-06 13:11:00
565754,64.8,48,4,15462,2011-09-06 13:11:00
565756,503.08000000000004,224,12,18230,2011-09-06 13:20:00
565757,183.36,136,5,17339,2011-09-06 13:29:00
565758,199.29999999999998,142,13,16928,2011-09-06 13:29:00
565759,358.84000000000003,327,21,12720,2011-09-06 13:46:00
565760,16.5,10,1,12720,2011-09-06 13:47:00
565763,939.96,1604,10,14739,2011-09-06 14:09:00
565765,520.3,318,29,12526,2011-09-06 14:19:00
565766,577.55,361,130,17841,2011-09-06 14:23:00
565768,262.40000000000003,142,8,14040,2011-09-06 14:29:00
565769,300.7,164,16,16175,2011-09-06 14:32:00
565776,724.01,483,19,15311,2011-09-06 14:38:00
565777,106.80000000000001,21,4,12569,2011-09-06 14:53:00
565778,159.85000000000002,59,7,17460,2011-09-06 15:04:00
565779,477.93,391,34,15804,2011-09-06 15:14:00
565780,64.0,32,2,13130,2011-09-06 15:30:00
565781,701.38,450,20,13098,2011-09-06 15:34:00
565782,303.92,176,15,12748,2011-09-06 15:48:00
565783,18.72,48,1,13122,2011-09-06 15:53:00
565784,359.05,104,19,15089,2011-09-06 16:02:00
565785,200.0,5,1,12461,2011-09-06 16:57:00
565788,353.48,316,22,13210,2011-09-07 08:18:00
565790,591.14,480,16,16767,2011-09-07 09:15:00
565791,189.60000000000002,96,2,16029,2011-09-07 09:33:00
565792,180.12,112,7,14397,2011-09-07 09:37:00
565793,177.60000000000002,96,1,16029,2011-09-07 09:40:00
565794,567.6,312,4,16029,2011-09-07 09:45:00
565795,260.63,149,19,17481,2011-09-07 09:57:00
565796,266.48,226,16,14916,2011-09-07 10:07:00
565800,809.0699999999999,417,40,14911,2011-09-07 10:23:00
565801,549.24,268,26,12685,2011-09-07 10:28:00
565802,174.71,177,11,17573,2011-09-07 10:36:00
565803,871.25,454,43,17735,2011-09-07 10:38:00
565805,348.0,186,10,18229,2011-09-07 10:51:00
565806,520.31,319,30,15594,2011-09-07 10:51:00
565807,315.2,170,20,14334,2011-09-07 10:55:00
565808,23.0,4,1,16843,2011-09-07 10:56:00
565835,127.37,46,29,14452,2011-09-07 11:32:00
565836,3200.28,2186,38,17511,2011-09-07 11:41:00
565838,393.40000000000003,104,14,15071,2011-09-07 11:43:00
565839,313.6,187,12,13186,2011-09-07 11:46:00
565842,149.64000000000001,108,8,13808,2011-09-07 12:10:00
565844,331.24,247,19,17442,2011-09-07 12:19:00
565845,588.3000000000001,342,17,14709,2011-09-07 12:21:00
565846,121.5,60,38,14606,2011-09-07 12:41:00
565849,323.68,236,15,14309,2011-09-07 12:50:00
565850,524.85,219,45,14530,2011-09-07 12:55:00
565851,637.29,332,32,14911,2011-09-07 13:06:00
565853,413.99,205,14,13756,2011-09-07 13:19:00
565854,1035.82,650,42,12490,2011-09-07 13:22:00
565855,324.96,308,24,15114,2011-09-07 13:30:00
565856,155.8,116,13,17345,2011-09-07 14:09:00
565857,1464.58,942,85,14911,2011-09-07 14:13:00
565858,534.24,504,1,17949,2011-09-07 14:30:00
565859,426.07,336,25,16818,2011-09-07 14:40:00
565860,9.36,24,2,12748,2011-09-07 14:41:00
565861,20.8,4,3,17368,2011-09-07 14:47:00
565862,349.35,109,16,15885,2011-09-07 14:56:00
565863,402.79,393,16,17422,2011-09-07 15:00:00
565865,1304.7,719,67,12637,2011-09-07 15:07:00
565870,15.0,1,1,16828,2011-09-07 15:10:00
565877,304.24,133,6,15189,2011-09-07 15:13:00
565901,1094.9,666,9,13798,2011-09-07 15:34:00
565914,89.64,180,2,18093,2011-09-07 15:43:00
565915,480.52,340,67,15752,2011-09-07 15:52:00
565916,504.35,186,31,14156,2011-09-07 16:00:00
565918,127.73,66,19,13249,2011-09-07 16:27:00
565920,591.02,435,33,15298,2011-09-08 08:56:00
565921,416.90000000000003,146,15,13889,2011-09-08 09:13:00
565922,308.9,218,16,14116,2011-09-08 09:51:00
565923,590.4,388,13,17567,2011-09-08 10:00:00
565924,360.48,552,11,13026,2011-09-08 10:01:00
565926,310.2,224,13,13305,2011-09-08 10:02:00
565929,91.32000000000001,73,2,15488,2011-09-08 10:11:00
565930,1057.18,649,64,12685,2011-09-08 10:32:00
565931,404.31,211,23,12683,2011-09-08 10:35:00
565932,222.45000000000002,87,31,16418,2011-09-08 10:35:00
565933,15.0,1,1,15885,2011-09-08 10:43:00
565934,443.0,335,19,18222,2011-09-08 10:45:00
565936,829.4399999999999,1152,2,15653,2011-09-08 10:49:00
565937,126.74,52,8,13468,2011-09-08 10:52:00
565967,1944.6,1012,51,14646,2011-09-08 11:27:00
565971,282.68,179,45,13571,2011-09-08 11:27:00
565975,2.08,1,1,14646,2011-09-08 11:28:00
565990,371.7,260,21,13577,2011-09-08 11:44:00
565993,303.3,86,12,13013,2011-09-08 11:46:00
565994,121.74000000000001,38,27,13244,2011-09-08 11:46:00
565995,418.34,230,34,16076,2011-09-08 11:48:00
566001,14.99,11,5,13700,2011-09-08 11:53:00
566005,161.69,88,21,16426,2011-09-08 11:56:00
566006,286.86,288,19,13018,2011-09-08 12:01:00
566008,153.99,91,42,16426,2011-09-08 12:04:00
566009,51.839999999999996,72,1,16076,2011-09-08 12:04:00
566010,390.47,448,58,13700,2011-09-08 12:05:00
566013,905.6,554,25,17004,2011-09-08 12:16:00
566014,355.08000000000004,205,13,14688,2011-09-08 12:16:00
566015,45.78,78,5,16426,2011-09-08 12:19:00
566016,591.9,470,30,15144,2011-09-08 12:20:00
566017,412.71,351,26,13330,2011-09-08 12:27:00
566018,459.56,294,71,13137,2011-09-08 12:42:00
566019,423.09,117,26,17243,2011-09-08 12:44:00
566020,132.7,54,6,13925,2011-09-08 12:47:00
566021,312.45,234,13,15306,2011-09-08 12:47:00
566022,49.5,10,2,13925,2011-09-08 12:47:00
566023,496.44,424,18,12955,2011-09-08 12:48:00
566024,538.4,204,32,13871,2011-09-08 12:51:00
566025,159.79,65,37,17634,2011-09-08 12:55:00
566026,74.4,24,4,15618,2011-09-08 12:56:00
566027,121.81,91,8,15618,2011-09-08 12:57:00
566028,320.0,1000,1,13848,2011-09-08 12:58:00
566033,242.27,202,57,16031,2011-09-08 13:07:00
566035,413.58,286,25,12839,2011-09-08 13:17:00
566037,291.84000000000003,240,2,13249,2011-09-08 13:26:00
566038,191.73000000000002,73,10,14511,2011-09-08 13:26:00
566039,334.54,194,21,14223,2011-09-08 13:38:00
566040,459.99,243,23,12540,2011-09-08 13:38:00
566041,961.58,532,26,13814,2011-09-08 13:48:00
566042,182.9,90,31,17811,2011-09-08 13:53:00
566043,421.18,136,15,13769,2011-09-08 13:54:00
566044,25.200000000000003,12,1,13769,2011-09-08 13:55:00
566045,105.0,50,1,15400,2011-09-08 13:57:00
566046,78.9,118,3,12971,2011-09-08 14:02:00
566047,117.36,140,9,17370,2011-09-08 14:19:00
566048,322.77,244,23,16558,2011-09-08 14:21:00
566049,309.79,175,18,15730,2011-09-08 14:28:00
566050,324.0,70,5,13854,2011-09-08 14:35:00
566051,86.0,56,5,15198,2011-09-08 14:42:00
566052,186.32,160,3,13199,2011-09-08 14:53:00
566053,120.97999999999999,77,42,14410,2011-09-08 14:57:00
566054,205.8,125,9,12592,2011-09-08 15:04:00
566055,221.84,96,40,15453,2011-09-08 15:05:00
566056,4.11,6,3,14410,2011-09-08 15:08:00
566057,174.07,370,28,17997,2011-09-08 15:16:00
566058,183.92000000000002,200,5,16682,2011-09-08 15:16:00
566059,86.0,9,3,12569,2011-09-08 15:22:00
566061,318.4,132,16,13267,2011-09-08 15:36:00
566062,482.07,251,8,14522,2011-09-08 15:39:00
566063,170.88,96,10,16011,2011-09-08 15:41:00
566073,354.53000000000003,94,27,14562,2011-09-08 19:58:00
566074,344.9,104,16,12535,2011-09-09 08:48:00
566075,205.67000000000002,105,14,16173,2011-09-09 09:03:00
566076,1087.7,372,45,12449,2011-09-09 09:13:00
566077,296.64,204,13,13441,2011-09-09 09:38:00
566079,985.62,782,37,17593,2011-09-09 09:52:00
566080,15.0,1,1,15187,2011-09-09 10:05:00
566081,253.99,95,14,16293,2011-09-09 10:09:00
566082,70.6,35,5,16293,2011-09-09 10:09:00
566083,85.92,96,3,13145,2011-09-09 10:10:00
566085,188.5,102,47,17841,2011-09-09 10:12:00
566086,584.4,91,5,14051,2011-09-09 10:16:00
566087,493.4,224,27,13319,2011-09-09 10:24:00
566089,998.8800000000001,528,7,14062,2011-09-09 10:31:00
566091,143.8,126,26,17870,2011-09-09 10:37:00
566092,650.42,325,26,13823,2011-09-09 10:42:00
566094,348.18,227,48,17965,2011-09-09 10:42:00
566108,158.4,288,1,16027,2011-09-09 10:47:00
566115,425.2,293,22,12674,2011-09-09 10:51:00
566117,15.5,10,1,17965,2011-09-09 10:54:00
566123,322.37,136,35,15039,2011-09-09 11:15:00
566124,262.74,144,23,16515,2011-09-09 11:15:00
566162,282.31,149,18,15249,2011-09-09 11:46:00
566163,1304.7,719,67,12637,2011-09-09 11:48:00
566169,185.83999999999997,392,10,14414,2011-09-09 12:09:00
566170,140.5,58,4,12879,2011-09-09 12:11:00
566171,158.88,97,41,18118,2011-09-09 12:22:00
566172,322.4,224,11,17001,2011-09-09 12:24:00
566173,186.56,145,8,12787,2011-09-09 12:24:00
566175,158.95999999999998,104,10,18237,2011-09-09 12:36:00
566178,141.9,49,4,16353,2011-09-09 12:41:00
566184,165.0,1,1,16723,2011-09-09 13:01:00
566186,296.62,363,23,16603,2011-09-09 13:02:00
566188,192.6,95,9,14312,2011-09-09 13:14:00
566189,139.5,109,12,17800,2011-09-09 13:19:00
566190,206.45,316,36,12748,2011-09-09 13:20:00
566191,442.66,210,24,14388,2011-09-09 13:26:00
566192,165.20000000000002,36,4,14915,2011-09-09 13:34:00
566193,1010.95,517,55,14961,2011-09-09 13:37:00
566194,298.9,90,50,14711,2011-09-09 13:42:00
566195,2608.11,1849,81,12433,2011-09-09 13:44:00
566196,148.8,16,4,14180,2011-09-09 13:47:00
566198,393.85,82,25,18109,2011-09-09 13:58:00
566199,441.91,217,15,14824,2011-09-09 14:12:00
566200,111.78,93,52,16910,2011-09-09 14:14:00
566201,98.10000000000001,18,1,15189,2011-09-09 14:18:00
566202,337.74,208,21,15652,2011-09-09 14:22:00
566203,318.35,129,32,16362,2011-09-09 14:47:00
566204,340.38,166,12,14628,2011-09-09 14:58:00
566206,34.650000000000006,7,3,16362,2011-09-09 15:00:00
566207,1210.3200000000002,2352,9,12830,2011-09-09 15:02:00
566208,7.65,9,2,16362,2011-09-09 15:03:00
566213,1732.93,959,74,14895,2011-09-09 15:09:00
566214,51.0,4,1,14895,2011-09-09 15:10:00
566215,109.15,29,5,14895,2011-09-09 15:11:00
566217,119.62,55,34,14096,2011-09-09 15:17:00
566218,35.7,6,1,13079,2011-09-09 15:25:00
566219,1001.36,700,57,17426,2011-09-09 15:51:00
566220,2243.7,1128,25,15251,2011-09-09 15:53:00
566225,77.55,29,10,16899,2011-09-11 10:35:00
566226,204.60000000000002,52,11,15605,2011-09-11 10:39:00
566227,1912.06,744,16,14258,2011-09-11 10:42:00
566228,889.4000000000001,484,5,13408,2011-09-11 10:52:00
566229,174.84,62,5,13408,2011-09-11 10:53:00
566230,418.84000000000003,263,23,15159,2011-09-11 10:57:00
566231,303.94,210,18,14837,2011-09-11 10:58:00
566232,175.04,82,6,15159,2011-09-11 10:58:00
566233,1005.54,773,61,12635,2011-09-11 11:04:00
566234,252.73000000000002,245,26,15035,2011-09-11 11:08:00
566235,418.06,202,17,15636,2011-09-11 11:17:00
566236,175.4,60,9,16384,2011-09-11 11:19:00
566237,142.9,30,8,13742,2011-09-11 11:24:00
566238,148.27,39,21,17377,2011-09-11 11:24:00
566239,544.52,234,24,14665,2011-09-11 11:26:00
566240,137.56,70,24,14508,2011-09-11 11:29:00
566241,254.76,156,2,15939,2011-09-11 11:30:00
566242,160.6,52,8,15502,2011-09-11 11:56:00
566243,33.9,2,1,15502,2011-09-11 11:57:00
566244,126.00000000000001,60,5,15502,2011-09-11 11:58:00
566245,451.97,198,11,13426,2011-09-11 11:59:00
566246,1028.04,396,8,13941,2011-09-11 12:00:00
566247,316.6,84,3,16107,2011-09-11 12:03:00
566248,140.96,72,8,13272,2011-09-11 12:06:00
566249,473.3,202,43,13527,2011-09-11 12:09:00
566250,344.88,120,2,15587,2011-09-11 12:10:00
566251,215.87,170,21,12841,2011-09-11 12:13:00
566253,11.97,19,1,13527,2011-09-11 12:15:00
566254,384.9,90,10,13993,2011-09-11 12:16:00
566255,1783.24,1492,18,13324,2011-09-11 12:23:00
566256,112.38,43,7,12680,2011-09-11 12:27:00
566257,855.5999999999999,680,9,13324,2011-09-11 12:34:00
566258,1239.86,518,75,13124,2011-09-11 12:45:00
566259,2027.94,606,7,17317,2011-09-11 12:45:00
566260,1070.48,1152,9,14212,2011-09-11 12:45:00
566261,378.64,159,23,13372,2011-09-11 12:46:00
566262,277.55,108,20,15527,2011-09-11 12:56:00
566264,97.73,55,25,14606,2011-09-11 13:07:00
566265,103.3,74,6,18255,2011-09-11 13:16:00
566266,297.36,319,26,17299,2011-09-11 13:22:00
566267,356.11,196,19,12647,2011-09-11 13:32:00
566268,292.24,83,15,13813,2011-09-11 13:38:00
566269,237.22,312,41,17864,2011-09-11 13:39:00
566270,848.98,390,32,16523,2011-09-11 13:40:00
566271,1228.83,866,74,14250,2011-09-11 13:44:00
566272,399.37,264,38,14487,2011-09-11 13:51:00
566273,245.33,107,13,14720,2011-09-11 13:56:00
566274,344.25,149,35,13884,2011-09-11 13:58:00
566275,451.39,240,69,16549,2011-09-11 13:58:00
566276,305.82,348,19,13450,2011-09-11 14:00:00
566277,305.62,186,18,16796,2011-09-11 14:01:00
566278,302.15,67,17,13614,2011-09-11 14:05:00
566279,249.17000000000002,308,46,14432,2011-09-11 14:09:00
566281,1948.35,1437,136,12748,2011-09-11 14:15:00
566282,1638.3400000000001,644,21,15782,2011-09-11 14:29:00
566283,612.4,375,26,17838,2011-09-11 14:34:00
566284,160.20000000000002,72,7,14825,2011-09-11 14:49:00
566285,517.68,334,39,13611,2011-09-11 14:51:00
566286,331.56,252,15,14057,2011-09-11 14:58:00
566287,133.37,49,24,17218,2011-09-11 15:11:00
566288,291.63,68,19,12883,2011-09-11 15:18:00
566289,231.56,128,14,15601,2011-09-11 15:20:00
566290,800.9,713,192,14456,2011-09-11 15:24:00
566291,769.8100000000001,282,108,12965,2011-09-11 15:31:00
566292,520.9,390,23,13381,2011-09-11 15:35:00
566293,408.38,555,16,14533,2011-09-11 15:35:00
566294,449.65999999999997,150,33,15533,2011-09-11 15:41:00
566295,453.39,855,38,15547,2011-09-11 15:44:00
566296,202.53,80,49,17841,2011-09-11 15:47:00
566297,89.52,55,29,16794,2011-09-11 15:50:00
566298,159.31,170,20,14030,2011-09-11 15:52:00
566299,329.44,200,14,16871,2011-09-11 15:59:00
566300,299.34000000000003,118,13,18215,2011-09-11 16:05:00
566301,114.84,56,22,16474,2011-09-11 16:06:00
566302,8.25,1,1,16474,2011-09-11 16:09:00
566303,307.92,170,16,12997,2011-09-12 08:24:00
566304,343.8,254,24,18158,2011-09-12 09:03:00
566305,523.25,223,21,14110,2011-09-12 09:26:00
566306,336.64,214,13,13265,2011-09-12 09:36:00
566307,656.23,323,34,14307,2011-09-12 09:37:00
566308,289.92,134,15,15865,2011-09-12 09:38:00
566309,31.599999999999998,24,2,14307,2011-09-12 09:38:00
566310,1468.58,890,19,15980,2011-09-12 09:39:00
566311,170.1,78,4,15980,2011-09-12 09:41:00
566312,339.83,164,20,16150,2011-09-12 09:43:00
566314,405.86,372,28,15358,2011-09-12 09:57:00
566315,326.48,314,25,15392,2011-09-12 10:01:00
566317,778.65,442,37,13375,2011-09-12 10:19:00
566318,217.3,110,4,15971,2011-09-12 10:47:00
566319,853.68,556,36,13431,2011-09-12 11:25:00
566320,382.48,180,17,13983,2011-09-12 11:41:00
566321,5.95,1,1,17961,2011-09-12 11:44:00
566322,145.72,76,5,16209,2011-09-12 11:58:00
566326,547.02,154,23,16211,2011-09-12 12:11:00
566328,153.72,204,4,13743,2011-09-12 12:19:00
566329,207.57,50,18,14527,2011-09-12 12:20:00
566334,410.08000000000004,444,5,13798,2011-09-12 12:24:00
566345,1250.71,812,54,17685,2011-09-12 12:27:00
566361,71.7,34,3,15253,2011-09-12 12:32:00
566364,395.04999999999995,355,23,15253,2011-09-12 12:32:00
566393,362.18,214,17,13269,2011-09-12 12:45:00
566394,317.96,212,17,13650,2011-09-12 12:45:00
566395,683.8000000000001,164,12,14952,2011-09-12 12:48:00
566396,553.74,268,18,14292,2011-09-12 12:51:00
566397,142.82,83,30,17811,2011-09-12 12:54:00
566398,309.05,43,7,12884,2011-09-12 13:10:00
566399,620.4,238,30,16141,2011-09-12 13:11:00
566400,1517.54,848,92,17139,2011-09-12 13:16:00
566402,278.4,612,12,14997,2011-09-12 13:34:00
566403,501.9,114,7,16985,2011-09-12 13:38:00
566405,1304.04,756,23,17919,2011-09-12 13:41:00
566408,1246.33,786,120,16984,2011-09-12 13:43:00
566420,205.11,94,32,16360,2011-09-12 13:50:00
566421,278.43,196,14,12924,2011-09-12 13:55:00
566422,183.08,82,12,13064,2011-09-12 13:56:00
566424,381.5,262,25,13309,2011-09-12 14:15:00
566425,175.9,106,10,16458,2011-09-12 14:22:00
566426,663.24,484,13,17865,2011-09-12 14:23:00
566427,303.15999999999997,185,53,17433,2011-09-12 14:24:00
566428,309.7,422,18,15932,2011-09-12 14:24:00
566429,25.200000000000003,12,1,17865,2011-09-12 14:24:00
566430,85.0,1,1,16475,2011-09-12 14:37:00
566431,303.36,254,18,18180,2011-09-12 14:39:00
566432,88.56,132,6,13704,2011-09-12 14:40:00
566433,987.9399999999999,438,17,16839,2011-09-12 14:54:00
566434,636.44,276,35,17090,2011-09-12 15:01:00
566435,302.20000000000005,68,4,13854,2011-09-12 15:04:00
566438,152.82,44,18,15996,2011-09-12 15:14:00
566439,132.4,28,3,17656,2011-09-12 15:14:00
566440,330.92,292,21,15755,2011-09-12 15:19:00
566441,302.19,149,18,17719,2011-09-12 15:23:00
566442,308.89,175,19,14732,2011-09-12 15:29:00
566443,291.8,144,18,17071,2011-09-12 15:31:00
566444,331.14,180,18,14020,2011-09-12 15:32:00
566447,637.9200000000001,348,4,12989,2011-09-12 15:43:00
566448,169.9,30,7,14897,2011-09-12 16:06:00
566450,711.53,420,38,15673,2011-09-12 16:12:00
566451,782.85,468,137,18069,2011-09-12 16:14:00
566452,129.32999999999998,57,11,14901,2011-09-12 16:14:00
566453,84.5,48,3,17811,2011-09-12 16:23:00
566455,21.0,10,1,14500,2011-09-12 16:45:00
566465,3.35,2,2,15764,2011-09-12 17:58:00
566477,483.39,189,28,14359,2011-09-13 09:03:00
566479,340.2,104,5,13831,2011-09-13 09:07:00
566480,266.97,120,14,16451,2011-09-13 09:17:00
566481,1253.0,700,3,15769,2011-09-13 09:33:00
566482,1319.78,624,67,16609,2011-09-13 09:43:00
566483,414.82,249,17,13880,2011-09-13 09:47:00
566484,223.84,216,12,13880,2011-09-13 09:48:00
566485,181.6,112,9,13880,2011-09-13 09:49:00
566486,293.14,112,12,16098,2011-09-13 09:59:00
566487,358.2,316,5,16422,2011-09-13 10:03:00
566488,361.27,95,19,12940,2011-09-13 10:16:00
566489,556.3,243,21,16814,2011-09-13 10:17:00
566491,294.24,216,15,14060,2011-09-13 10:25:00
566492,94.32000000000001,73,2,12679,2011-09-13 10:34:00
566494,4114.08,4072,17,17404,2011-09-13 11:12:00
566495,811.24,804,142,15529,2011-09-13 11:14:00
566518,158.17,101,29,17779,2011-09-13 11:24:00
566520,161.19,61,22,17757,2011-09-13 11:26:00
566537,371.70000000000005,134,11,13767,2011-09-13 11:34:00
566539,368.72,261,48,17228,2011-09-13 11:34:00
566554,921.4,360,37,13136,2011-09-13 11:39:00
566555,96.6,28,2,15216,2011-09-13 11:41:00
566556,237.60000000000002,48,1,16353,2011-09-13 11:47:00
566557,8281.12,4951,57,14646,2011-09-13 11:47:00
566558,679.69,361,30,15311,2011-09-13 11:51:00
566559,431.97,157,23,18044,2011-09-13 11:52:00
566560,356.6,216,26,17092,2011-09-13 12:09:00
