Segment,StockCode,Revenue,Quantity,Orders,Customers
Segment 2,21682,678.15,137,38,30
Segment 2,21683,587.0500000000001,199,40,34
Segment 2,21684,225.24999999999997,265,27,21
Segment 2,21686,319.6,8,6,4
Segment 2,21688,613.6000000000001,208,31,28
Segment 2,21689,247.5,66,18,17
Segment 2,21690,82.5,22,7,6
Segment 2,21692,48.75,13,6,6
Segment 2,21693,672.6000000000001,228,29,29
Segment 2,21694,168.15000000000003,57,11,11
Segment 2,21695,622.45,211,28,28
Segment 2,21696,448.4000000000001,152,22,20
Segment 2,21698,87.69,193,18,18
Segment 2,21700,855.9499999999999,1007,71,48
Segment 2,21703,1191.9,2879,183,142
Segment 2,21704,1920.86,2414,150,117
Segment 2,21705,1121.07,1119,96,82
Segment 2,21706,851.4,172,57,45
Segment 2,21707,435.6,88,34,32
Segment 2,21708,569.25,115,26,23
Segment 2,21709,311.85,63,23,23
Segment 2,21710,306.90000000000003,62,23,22
Segment 2,21711,366.3,74,20,20
Segment 2,21713,1051.2,512,99,83
Segment 2,21714,1046.25,837,110,91
Segment 2,21715,1525.05,615,100,89
Segment 2,21716,1752.8999999999999,710,96,85
Segment 2,21717,437.84999999999997,183,30,28
Segment 2,21718,1065.0,852,101,82
Segment 2,21719,201.45,237,30,26
Segment 2,21720,47.599999999999994,56,7,7
Segment 2,21721,124.94999999999999,147,17,17
Segment 2,21722,51.849999999999994,61,13,12
Segment 2,21723,252.45,297,29,25
Segment 2,21724,242.25,285,48,41
Segment 2,21725,129.2,152,20,20
Segment 2,21726,134.29999999999998,158,27,25
Segment 2,21730,1239.3000000000002,258,79,61
Segment 2,21731,10123.05,6205,413,217
Segment 2,21733,9891.150000000001,3501,553,325
Segment 2,21735,1572.15,125,59,43
Segment 2,21736,79.80000000000001,38,2,2
Segment 2,21738,120.95000000000002,41,16,15
Segment 2,21739,306.8,104,31,29
Segment 2,21741,365.8,124,26,25
Segment 2,21742,928.2,156,72,61
Segment 2,21743,215.35000000000002,73,19,18
Segment 2,21744,893.8500000000001,303,67,62
Segment 2,21745,3144.36,860,188,104
Segment 2,21746,2499.03,2043,160,103
Segment 2,21747,351.25,281,35,26
Segment 2,21749,1070.1000000000001,521,79,63
Segment 2,21750,109.20000000000002,52,12,11
Segment 2,21754,13087.95,2217,608,315
Segment 2,21755,8978.550000000001,1515,462,281
Segment 2,21756,3746.8500000000004,627,203,146
Segment 2,21757,29.700000000000003,6,3,3
Segment 2,21758,195.95000000000002,31,13,12
Segment 2,21761,269.55,9,9,9
Segment 2,21763,89.85,3,2,2
Segment 2,21770,4111.650000000001,851,264,213
Segment 2,21773,314.47,395,41,37
Segment 2,21774,312.65999999999997,282,42,35
Segment 2,21775,261.25,209,36,31
Segment 2,21777,55.65,7,3,3
Segment 2,21781,1653.7,114,67,40
Segment 2,21784,338.29999999999995,34,24,17
Segment 2,21785,0.85,1,1,1
Segment 2,21786,425.88,1014,68,46
Segment 2,21787,1827.6,2184,135,100
Segment 2,21788,700.5,858,59,53
Segment 2,21789,589.9,694,59,49
Segment 2,21790,5395.67,6491,534,354
Segment 2,21791,4931.88,4044,380,272
Segment 2,21792,1097.0,260,59,49
Segment 2,21793,762.2,188,45,44
Segment 2,21794,1549.3500000000001,383,79,69
Segment 2,21801,176.4,420,20,20
Segment 2,21802,344.4,820,39,38
Segment 2,21803,368.76,878,41,39
Segment 2,21804,337.5,90,31,30
Segment 2,21807,158.34,377,23,22
Segment 2,21808,321.25,87,20,20
Segment 2,21809,754.64,1344,66,59
Segment 2,21810,1954.37,4235,150,114
Segment 2,21811,1690.9099999999999,3189,129,105
Segment 2,21812,668.25,135,32,29
Segment 2,21813,757.35,153,36,36
Segment 2,21814,102.95,71,12,11
Segment 2,21815,155.14999999999998,107,17,14
Segment 2,21816,47.849999999999994,33,7,6
Segment 2,21817,326.15000000000003,703,47,42
Segment 2,21818,1063.73,2205,130,105
Segment 2,21819,851.87,1959,106,85
Segment 2,21820,611.25,163,42,36
Segment 2,21821,288.75,77,25,24
Segment 2,21822,334.40000000000003,344,43,37
Segment 2,21823,511.06999999999994,775,57,50
Segment 2,21824,557.2099999999999,1089,60,52
Segment 2,21826,92.5,74,14,12
Segment 2,21827,2.5,2,2,2
Segment 2,21828,338.75,271,57,43
Segment 2,21829,1083.8999999999999,5254,112,89
Segment 2,21830,887.88,2114,73,56
Segment 2,21832,1098.8999999999999,666,96,75
Segment 2,21833,2368.8,1440,89,69
Segment 2,21836,11.25,3,2,2
Segment 2,21839,5.45,1,1,1
Segment 2,21841,297.5,70,19,18
Segment 2,21843,11180.0,1092,344,211
Segment 2,21844,2900.8500000000004,1011,116,87
Segment 2,21845,1388.5,1486,70,55
Segment 2,21846,274.55,59,16,9
Segment 2,21847,29.700000000000003,6,4,4
Segment 2,21849,232.65000000000003,47,19,14
Segment 2,21850,118.80000000000001,24,20,11
Segment 2,21851,99.0,20,11,10
Segment 2,21864,884.1,462,79,52
Segment 2,21865,350.70000000000005,167,54,41
Segment 2,21866,485.0,388,83,68
Segment 2,21867,237.5,190,56,46
Segment 2,21868,2472.03,1983,204,135
Segment 2,21870,1471.32,1188,128,91
Segment 2,21871,2696.25,1973,226,116
Segment 2,21872,613.38,498,95,71
Segment 2,21873,493.34,562,69,52
Segment 2,21874,1887.05,1405,182,104
Segment 2,21875,788.89,653,94,74
Segment 2,21876,1806.1299999999999,1781,165,121
Segment 2,21877,2943.97,2193,249,151
Segment 2,21878,1266.5,1490,132,103
Segment 2,21879,205.56000000000003,588,45,40
Segment 2,21880,492.24000000000007,1080,78,70
Segment 2,21881,182.71,383,33,29
Segment 2,21882,109.28000000000002,304,28,27
Segment 2,21883,503.32000000000005,1148,80,71
Segment 2,21884,197.01000000000002,405,35,35
Segment 2,21888,3097.83,833,215,172
Segment 2,21889,3785.0,3028,352,276
Segment 2,21890,1896.1000000000001,598,136,117
Segment 2,21891,3229.7,2318,269,220
Segment 2,21892,2430.14,1966,227,197
Segment 2,21894,407.5,326,51,47
Segment 2,21895,4.25,1,1,1
Segment 2,21896,665.7,317,71,66
Segment 2,21898,20.650000000000002,7,5,5
Segment 2,21899,1040.65,1601,188,134
Segment 2,21900,1326.65,2041,239,151
Segment 2,21901,976.95,1503,214,129
Segment 2,21902,728.6500000000001,1121,142,101
Segment 2,21903,1377.6000000000001,656,126,99
Segment 2,21904,100.80000000000001,48,21,19
Segment 2,21905,460.91,406,92,72
Segment 2,21906,1705.9,266,73,58
Segment 2,21907,3940.8000000000006,1888,295,185
Segment 2,21908,4454.400000000001,2144,317,194
Segment 2,21910,19.799999999999997,12,6,6
Segment 2,21911,113.84999999999998,69,17,16
Segment 2,21912,3021.12,816,201,166
Segment 2,21913,940.11,253,76,63
Segment 2,21914,6441.9,5190,423,264
Segment 2,21915,8058.25,6629,430,281
Segment 2,21916,1393.86,3401,201,139
Segment 2,21917,1085.16,2666,142,110
Segment 2,21918,1493.64,3558,236,168
Segment 2,21922,3993.6000000000004,528,131,86
Segment 2,21925,350.0,280,31,28
Segment 2,21926,356.15,291,34,28
Segment 2,21927,418.65,341,41,33
Segment 2,21928,9491.85,4797,452,229
Segment 2,21929,9325.93,4722,491,259
Segment 2,21930,7761.41,3954,397,195
Segment 2,21931,13568.45,6878,662,290
Segment 2,21932,2858.65,1623,266,189
Segment 2,21933,2700.8,1536,236,172
Segment 2,21934,1229.25,745,84,63
Segment 2,21935,1570.8,952,122,96
Segment 2,21936,5639.05,1959,312,193
Segment 2,21937,3101.4,1092,178,128
Segment 2,21942,92.05,111,19,11
Segment 2,21943,48.449999999999996,57,10,7
Segment 2,21944,146.10999999999999,193,30,22
Segment 2,21945,139.79,165,25,24
Segment 2,21946,58.9,72,11,8
Segment 2,21947,477.5,382,61,54
Segment 2,21948,242.5,194,37,30
Segment 2,21949,539.7,450,49,41
Segment 2,21955,2258.25,301,118,84
Segment 2,21967,699.79,2181,139,109
Segment 2,21972,387.15,267,36,32
Segment 2,21973,191.4,132,26,21
Segment 2,21974,2159.0499999999997,1489,181,142
Segment 2,21975,3409.7000000000003,6398,412,249
Segment 2,21976,1600.3000000000002,2938,219,162
Segment 2,21977,5454.400000000001,10456,544,341
Segment 2,21980,1176.9499999999998,3735,193,158
Segment 2,21981,814.2199999999999,2598,146,123
Segment 2,21982,1061.83,3357,197,157
Segment 2,21983,417.54999999999995,1315,90,77
Segment 2,21984,563.9899999999999,1741,117,102
Segment 2,21985,1464.6499999999999,4685,284,224
Segment 2,21986,597.9399999999999,1866,118,94
Segment 2,21987,703.3000000000001,1082,123,94
Segment 2,21988,897.5999999999999,1056,122,88
Segment 2,21989,1034.45,1217,165,115
Segment 2,21990,1200.1,888,136,112
Segment 2,21991,489.55,359,84,72
Segment 2,21992,1254.95,921,167,141
Segment 2,21993,1372.35,1019,169,135
Segment 2,22021,405.9,246,54,51
Segment 2,22023,418.32,996,72,60
Segment 2,22024,611.7,1477,101,76
Segment 2,22025,496.08,1212,73,64
Segment 2,22026,499.68,1200,81,62
Segment 2,22027,1175.76,2820,207,147
Segment 2,22028,893.52,2148,147,104
Segment 2,22029,1820.16,4344,321,205
Segment 2,22030,1242.72,3000,200,157
Segment 2,22031,136.08,324,26,25
Segment 2,22032,131.46,313,27,25
Segment 2,22033,115.92,276,19,18
Segment 2,22034,1.26,3,1,1
Segment 2,22035,388.08,924,71,54
Segment 2,22037,1204.98,2869,217,150
Segment 2,22038,157.5,375,15,15
Segment 2,22039,84.0,200,5,4
Segment 2,22040,262.5,625,24,24
Segment 2,22041,6188.25,2809,121,53
Segment 2,22042,146.16,348,24,23
Segment 2,22043,204.12,900,37,36
Segment 2,22044,182.28,756,33,33
Segment 2,22045,1942.5,4625,169,124
Segment 2,22046,640.5,1525,56,48
Segment 2,22047,1163.5,2875,88,78
Segment 2,22048,294.0,700,28,28
Segment 2,22049,163.75,650,23,22
Segment 2,22050,357.0,850,32,29
Segment 2,22051,346.5,825,33,30
Segment 2,22052,197.82,471,19,19
Segment 2,22053,354.75,299,21,18
Segment 2,22055,943.24,752,107,76
Segment 2,22057,474.57,413,46,37
Segment 2,22059,1620.4499999999998,1409,130,75
Segment 2,22060,838.35,165,26,24
Segment 2,22061,2511.9,378,99,65
Segment 2,22062,404.23,321,42,35
Segment 2,22063,674.48,296,67,47
Segment 2,22064,1671.6,1204,140,72
Segment 2,22065,2106.62,4752,139,115
Segment 2,22066,744.62,1594,108,81
Segment 2,22067,465.78,322,43,27
Segment 2,22068,391.83,365,74,51
Segment 2,22069,138.48,158,28,21
Segment 2,22070,1116.09,339,61,49
Segment 2,22071,895.29,295,62,57
Segment 2,22072,2227.83,703,124,79
Segment 2,22073,872.94,242,42,35
Segment 2,22074,558.12,658,54,52
Segment 2,22075,924.93,753,97,86
Segment 2,22076,1083.9599999999998,870,91,85
Segment 2,22077,10975.8,6238,613,346
Segment 2,22078,1388.1,661,119,85
Segment 2,22079,2047.65,1241,186,161
Segment 2,22080,1245.75,755,111,103
Segment 2,22081,706.2,428,70,60
Segment 2,22082,2829.75,1715,270,204
Segment 2,22083,8056.650000000001,2807,368,251
Segment 2,22084,7962.550000000001,2825,306,227
Segment 2,22085,739.2,256,59,50
Segment 2,22086,25536.75,9245,790,502
Segment 2,22087,7313.400000000001,2692,186,121
Segment 2,22088,2712.8500000000004,963,119,93
Segment 2,22089,1945.7500000000002,665,133,112
Segment 2,22090,9420.900000000001,3302,421,262
Segment 2,22091,871.3000000000001,1848,116,89
Segment 2,22092,270.62,566,75,68
Segment 2,22093,669.99,1579,141,107
Segment 2,22094,597.6800000000001,1312,122,100
Segment 2,22095,1340.4,1364,84,64
Segment 2,22096,247.06,596,94,76
Segment 2,22097,534.85,1195,119,99
Segment 2,22098,669.38,1390,125,88
Segment 2,22099,631.78,1342,115,92
Segment 2,22100,161.74,364,31,30
Segment 2,22101,406.02,721,16,15
Segment 2,22102,634.2,1484,11,10
Segment 2,22103,439.29,981,9,8
Segment 2,22104,66.69999999999999,46,6,6
Segment 2,22105,558.0,504,9,8
Segment 2,22106,374.25,251,7,6
Segment 2,22107,672.5,198,51,38
Segment 2,22108,108.75,59,13,12
Segment 2,22109,2840.73,799,123,79
Segment 2,22110,1047.1499999999999,417,123,97
Segment 2,22111,11800.650000000001,2479,549,354
Segment 2,22112,17411.4,3772,566,308
Segment 2,22113,8512.76,2170,423,276
Segment 2,22114,10214.5,2550,429,271
Segment 2,22115,1247.74,1090,155,127
Segment 2,22116,375.38,374,75,57
Segment 2,22117,481.45000000000005,223,61,50
Segment 2,22118,683.9,202,71,60
Segment 2,22119,1348.8,272,86,71
Segment 2,22120,3990.0499999999997,415,144,104
Segment 2,22121,1231.45,211,93,80
Segment 2,22123,582.13,343,56,50
Segment 2,22124,63.470000000000006,53,12,12
Segment 2,22125,23.8,4,1,1
Segment 2,22127,195.0,156,10,10
Segment 2,22128,833.75,667,45,39
Segment 2,22129,265.2,312,20,20
Segment 2,22130,1071.83,1283,73,68
Segment 2,22131,1337.55,697,142,99
Segment 2,22132,475.99999999999994,560,56,45
Segment 2,22133,433.49999999999994,510,46,32
Segment 2,22134,120.12,286,28,24
Segment 2,22135,76.86,183,22,16
Segment 2,22136,288.74999999999994,175,37,30
Segment 2,22137,94.4,32,6,6
Segment 2,22138,14180.7,2998,655,446
Segment 2,22139,15267.900000000001,3210,669,403
Segment 2,22141,3780.9000000000005,1839,294,229
Segment 2,22142,3272.0499999999997,2293,275,228
Segment 2,22144,5276.200000000001,2582,351,273
Segment 2,22146,1.95,1,1,1
Segment 2,22147,4384.45,3069,367,242
Segment 2,22148,2119.35,1093,140,131
Segment 2,22149,5867.5,2895,377,279
Segment 2,22150,3836.3999999999996,2000,326,245
Segment 2,22151,4562.28,11418,237,150
Segment 2,22152,584.64,1392,76,63
Segment 2,22153,861.78,2093,74,53
Segment 2,22154,1085.28,2584,93,74
Segment 2,22155,855.54,2037,79,62
Segment 2,22156,1186.47,1396,122,88
Segment 2,22157,180.2,212,11,11
Segment 2,22158,5801.400000000001,2036,223,167
Segment 2,22161,481.28000000000003,2182,113,91
Segment 2,22162,241.9,82,22,19
Segment 2,22163,408.61,427,40,34
Segment 2,22164,191.75000000000003,65,11,10
Segment 2,22165,827.0500000000001,99,36,25
Segment 2,22166,182.85,23,14,11
Segment 2,22167,736.3,74,46,32
Segment 2,22168,950.3,113,59,54
Segment 2,22169,5709.45,704,225,132
Segment 2,22170,3607.65,543,172,115
Segment 2,22171,5307.400000000001,640,249,141
Segment 2,22173,5180.16,1772,279,180
Segment 2,22174,1676.85,1041,118,89
Segment 2,22175,1398.3000000000002,474,106,68
Segment 2,22176,1169.65,403,80,50
Segment 2,22178,19363.65,14821,628,307
Segment 2,22179,3693.9,570,132,82
Segment 2,22180,2029.8,204,104,73
Segment 2,22181,365.5,430,37,34
Segment 2,22182,421.45000000000005,127,23,23
Segment 2,22183,335.70000000000005,54,10,10
Segment 2,22184,51.0,6,3,2
Segment 2,22185,1601.7299999999998,1157,100,93
Segment 2,22186,1323.6,628,98,96
Segment 2,22187,1992.25,945,121,107
Segment 2,22188,1938.22,506,124,101
Segment 2,22189,6550.18,1694,354,221
Segment 2,22190,328.86,329,34,32
Segment 2,22191,6239.0,740,329,194
Segment 2,22192,5927.9,707,293,149
Segment 2,22193,7616.0,914,355,170
Segment 2,22194,365.5,43,28,19
Segment 2,22195,2290.7,1398,179,129
Segment 2,22196,1444.1499999999999,1699,198,123
Segment 2,22197,16544.399999999998,21024,847,344
Segment 2,22198,1166.05,737,48,38
Segment 2,22199,1199.5,336,90,65
Segment 2,22200,1048.25,289,62,41
Segment 2,22201,336.25,101,36,25
Segment 2,22202,135.0,36,15,14
Segment 2,22203,838.75,255,79,67
Segment 2,22204,252.5,82,25,19
Segment 2,22207,2324.0,580,70,52
Segment 2,22208,1036.12,1088,169,132
Segment 2,22209,627.8499999999999,629,102,87
Segment 2,22210,565.62,638,121,104
Segment 2,22211,694.04,664,108,89
Segment 2,22212,2496.6600000000003,1217,204,130
Segment 2,22214,194.91,93,15,14
Segment 2,22215,1916.2,289,72,56
Segment 2,22216,140.51999999999998,276,16,13
Segment 2,22217,496.03,553,56,55
Segment 2,22218,4.25,1,1,1
Segment 2,22219,2111.4,2484,245,152
Segment 2,22220,978.4499999999999,143,51,46
Segment 2,22221,702.35,85,30,26
Segment 2,22222,1617.75,521,96,81
Segment 2,22223,579.75,177,31,24
Segment 2,22224,1302.95,449,83,65
Segment 2,22227,906.7500000000001,1395,118,67
Segment 2,22228,489.80999999999995,665,78,72
Segment 2,22229,284.54999999999995,397,54,51
Segment 2,22230,201.27999999999997,416,51,43
Segment 2,22231,569.61,585,88,77
Segment 2,22232,458.64,542,56,50
Segment 2,22233,353.84999999999997,359,62,59
Segment 2,22236,2034.0,168,63,47
Segment 2,22241,1563.89,1273,135,110
Segment 2,22242,285.45,173,19,17
Segment 2,22243,1586.8499999999997,985,94,64
Segment 2,22244,1431.75,749,75,57
Segment 2,22245,516.8,608,45,38
Segment 2,22246,362.7,186,26,24
Segment 2,22247,354.45,417,51,49
Segment 2,22248,254.14999999999998,299,38,37
Segment 2,22249,418.2,492,65,63
Segment 2,22250,294.09999999999997,346,50,50
Segment 2,22251,508.75,407,62,56
Segment 2,22252,561.72,474,47,41
Segment 2,22254,415.0,332,29,28
Segment 2,22255,379.95,447,31,28
Segment 2,22256,216.25,173,27,26
Segment 2,22257,88.91,103,12,12
Segment 2,22258,398.14,446,31,30
Segment 2,22259,165.48,228,14,14
Segment 2,22260,203.14999999999998,239,32,28
Segment 2,22261,324.7,382,52,48
Segment 2,22262,492.99999999999994,580,58,48
Segment 2,22263,108.11,239,14,12
Segment 2,22264,404.78000000000003,998,34,32
Segment 2,22265,250.90000000000003,386,43,37
Segment 2,22266,358.79,903,70,62
Segment 2,22267,401.64,408,61,57
Segment 2,22268,426.22,1156,79,62
Segment 2,22269,355.65,515,62,50
Segment 2,22270,498.75,133,34,27
Segment 2,22271,3317.9500000000003,1141,208,152
Segment 2,22272,371.70000000000005,126,40,37
Segment 2,22273,3428.9500000000003,1177,227,171
Segment 2,22274,2518.9,862,188,142
Segment 2,22276,492.15,193,53,47
Segment 2,22277,581.9,289,56,50
Segment 2,22278,999.9000000000001,202,61,52
Segment 2,22279,498.45,417,38,37
Segment 2,22280,193.75,155,24,23
Segment 2,22281,511.70000000000005,86,32,31
Segment 2,22282,918.0,72,48,32
Segment 2,22283,1470.75,185,90,69
Segment 2,22284,1055.9999999999998,640,83,67
Segment 2,22285,1136.85,689,79,63
Segment 2,22286,644.9399999999999,720,68,56
Segment 2,22287,427.61999999999995,460,47,44
Segment 2,22288,431.25,345,32,30
Segment 2,22289,92.5,74,17,17
Segment 2,22291,1481.8999999999999,1022,77,62
Segment 2,22292,1064.3,734,82,70
Segment 2,22293,910.5999999999999,628,70,51
Segment 2,22294,4808.75,3847,215,142
Segment 2,22295,3073.95,1863,184,133
Segment 2,22296,3595.3499999999995,2179,233,160
Segment 2,22297,3260.0,2608,193,139
Segment 2,22299,1140.09,1243,39,35
Segment 2,22300,2132.5499999999997,849,121,81
Segment 2,22301,3594.15,1509,156,103
Segment 2,22302,3874.5,1602,165,111
Segment 2,22303,4751.7,1946,200,131
Segment 2,22304,598.35,241,35,29
Segment 2,22305,484.49999999999994,190,30,25
Segment 2,22306,961.73,843,82,69
Segment 2,22307,542.33,486,46,41
Segment 2,22308,158.1,62,24,22
Segment 2,22309,474.75,195,40,38
Segment 2,22310,343.09999999999997,214,25,21
Segment 2,22311,2347.7,878,75,54
Segment 2,22312,1333.4500000000003,467,83,56
Segment 2,22313,807.9000000000001,290,46,35
Segment 2,22314,1211.0500000000002,441,74,48
Segment 2,22315,632.5,506,95,80
Segment 2,22316,592.04,532,32,24
Segment 2,22317,297.95000000000005,101,27,26
Segment 2,22318,870.2500000000001,295,65,50
Segment 2,22319,469.18000000000006,1070,52,46
Segment 2,22320,731.85,123,50,41
Segment 2,22321,584.8,688,53,41
Segment 2,22322,290.7,342,33,26
Segment 2,22323,1.95,1,1,1
Segment 2,22324,397.04999999999995,211,21,18
Segment 2,22325,544.5,110,43,38
Segment 2,22326,11715.500000000002,4082,484,233
Segment 2,22327,1600.3500000000001,549,138,93
Segment 2,22328,7540.050000000001,2595,382,192
Segment 2,22329,1267.4999999999998,774,124,89
Segment 2,22331,1515.6,936,116,86
Segment 2,22332,1094.25,669,113,83
Segment 2,22333,3357.1499999999996,2087,209,145
Segment 2,22334,823.3499999999999,499,82,69
Segment 2,22335,816.85,1301,90,72
Segment 2,22336,332.55,1237,39,38
Segment 2,22337,207.35000000000002,319,22,21
Segment 2,22338,650.7600000000001,2982,92,82
Segment 2,22339,429.94,1630,39,36
Segment 2,22340,299.66999999999996,697,46,42
Segment 2,22341,348.15,211,24,24
Segment 2,22342,640.8,688,45,42
Segment 2,22343,631.15,1147,56,43
Segment 2,22344,252.91,505,37,28
Segment 2,22345,204.81,435,33,24
Segment 2,22346,223.06,472,28,20
Segment 2,22348,2057.83,2443,204,128
Segment 2,22349,1585.11,425,98,70
Segment 2,22350,994.4999999999999,390,76,54
Segment 2,22352,4607.549999999999,1881,279,170
Segment 2,22353,150.45,59,23,22
Segment 2,22354,1750.2,484,51,33
Segment 2,22355,4710.7,5802,454,206
Segment 2,22356,3633.3,4458,384,180
Segment 2,22357,1036.75,251,69,59
Segment 2,22358,993.4000000000001,340,88,71
Segment 2,22359,377.6,128,54,40
Segment 2,22360,828.2,284,103,82
Segment 2,22361,991.9000000000001,346,104,80
Segment 2,22362,536.9000000000001,182,69,53
Segment 2,22363,418.15000000000003,145,45,36
Segment 2,22364,667.4000000000001,236,72,58
Segment 2,22365,2493.9,336,97,63
Segment 2,22366,3067.17,407,123,79
Segment 2,22367,4264.349999999999,2241,374,254
Segment 2,22371,2351.85,567,188,117
Segment 2,22372,715.3,170,86,68
Segment 2,22374,1464.6,348,129,92
Segment 2,22375,821.55,195,84,59
Segment 2,22376,595.0,140,65,54
Segment 2,22377,993.5,610,82,66
Segment 2,22378,950.5,655,77,53
Segment 2,22379,8310.6,4211,345,157
Segment 2,22380,1855.18,953,162,94
Segment 2,22381,5338.9,2709,257,112
Segment 2,22382,10507.0,6380,845,430
Segment 2,22383,13691.75,8395,915,386
Segment 2,22384,11008.0,6720,796,389
Segment 2,22385,6561.9400000000005,3256,395,219
Segment 2,22386,18951.21,9769,713,305
Segment 2,22389,371.60999999999996,223,34,34
Segment 2,22390,366.78,218,23,21
Segment 2,22391,176.7,122,17,17
Segment 2,22393,546.06,338,43,39
Segment 2,22394,139.79999999999998,108,13,13
Segment 2,22395,121.47,117,12,12
Segment 2,22396,432.05,881,94,79
Segment 2,22398,1351.07,2225,208,151
Segment 2,22399,607.5,486,71,63
Segment 2,22400,519.8199999999999,1044,126,100
Segment 2,22402,714.6999999999999,1178,126,94
Segment 2,22403,424.23,901,75,64
Segment 2,22405,261.83,259,45,41
Segment 2,22406,224.95,235,47,42
Segment 2,22407,50.61,57,14,12
Segment 2,22408,135.29,133,19,18
Segment 2,22409,163.75,131,32,29
Segment 2,22410,165.9,174,36,28
Segment 2,22411,12752.51,6381,665,327
Segment 2,22412,1365.9,659,103,63
Segment 2,22413,3975.0500000000006,1367,295,192
Segment 2,22414,925.35,127,51,26
Segment 2,22415,143.1,18,12,12
Segment 2,22416,516.1999999999999,356,55,48
Segment 2,22417,2506.8500000000004,4643,338,233
Segment 2,22418,3712.7799999999997,4390,202,152
Segment 2,22419,752.04,1912,95,75
Segment 2,22420,376.98,969,52,43
Segment 2,22421,476.94,1207,72,56
Segment 2,22422,283.05,835,56,48
Segment 2,22423,79791.75,6789,1296,661
Segment 2,22424,5824.65,467,259,146
Segment 2,22425,1396.95,289,102,88
Segment 2,22426,1641.1000000000001,482,115,86
Segment 2,22427,7911.450000000001,1371,338,237
Segment 2,22428,1243.55,181,76,66
Segment 2,22429,3349.0,788,265,200
Segment 2,22430,1850.0,376,124,103
Segment 2,22431,2288.25,1203,216,130
Segment 2,22432,2149.7999999999997,1132,184,125
Segment 2,22433,1558.9499999999998,829,149,96
Segment 2,22434,1275.3,654,97,83
Segment 2,22435,2710.9,2228,183,135
Segment 2,22436,1246.7,1918,128,96
Segment 2,22437,1679.6,1976,152,125
Segment 2,22438,631.8,640,58,57
Segment 2,22439,916.5000000000001,1410,126,102
Segment 2,22440,738.36,1758,112,86
Segment 2,22441,1455.3000000000002,693,141,112
Segment 2,22442,961.95,241,64,60
Segment 2,22443,1041.45,131,70,55
Segment 2,22444,844.26,690,30,26
Segment 2,22445,1010.3500000000001,349,70,59
Segment 2,22446,250.60000000000002,98,20,19
Segment 2,22447,197.15,67,14,14
Segment 2,22448,474.35,151,29,24
Segment 2,22449,1009.3000000000001,302,69,51
Segment 2,22450,476.65000000000003,143,44,34
Segment 2,22451,607.2500000000001,187,33,31
Segment 2,22452,716.8500000000001,243,53,46
Segment 2,22453,551.6500000000001,187,34,30
Segment 2,22454,398.25000000000006,135,31,27
Segment 2,22456,4891.900000000001,1042,234,174
Segment 2,22457,16389.550000000003,5725,754,453
Segment 2,22458,153.0,60,11,10
Segment 2,22459,147.89999999999998,58,12,10
Segment 2,22460,1621.02,1326,120,89
Segment 2,22461,951.0500000000001,155,40,32
Segment 2,22464,3457.5699999999997,2233,217,150
Segment 2,22465,1757.9599999999998,1188,114,93
Segment 2,22466,2670.8999999999996,1414,121,91
Segment 2,22467,8875.2,3760,400,208
Segment 2,22468,2373.45,363,93,71
Segment 2,22469,13426.099999999999,8458,790,465
Segment 2,22470,11356.650000000001,3943,661,401
Segment 2,22471,607.0500000000001,159,51,43
Segment 2,22472,737.1,158,62,50
Segment 2,22473,671.4,212,57,46
Segment 2,22474,555.9,122,62,56
Segment 2,22475,576.6,128,63,44
Segment 2,22476,1756.5,730,62,51
Segment 2,22477,517.5,414,57,52
Segment 2,22478,526.25,421,52,49
Segment 2,22479,353.75,283,45,40
Segment 2,22480,497.5,398,60,53
Segment 2,22481,455.55,537,67,56
Segment 2,22482,263.75,211,39,34
Segment 2,22483,1052.4,360,93,71
Segment 2,22485,4103.4,332,125,111
Segment 2,22486,267.90000000000003,50,8,7
Segment 2,22487,4860.8,520,278,204
Segment 2,22488,3529.9499999999994,2215,246,175
Segment 2,22489,1952.58,4793,244,188
Segment 2,22491,1388.01,1677,156,127
Segment 2,22492,6801.200000000001,10552,232,159
Segment 2,22493,2001.7499999999998,1219,141,106
Segment 2,22494,909.77,757,80,65
Segment 2,22495,414.09000000000003,207,53,50
Segment 2,22496,447.59000000000003,233,63,57
Segment 2,22497,663.0,156,53,44
Segment 2,22498,1124.55,189,74,58
Segment 2,22499,7269.1,1258,230,175
Segment 2,22500,678.0500000000001,205,75,70
Segment 2,22501,8500.9,939,208,148
Segment 2,22502,4325.650000000001,768,178,134
Segment 2,22503,529.0,28,10,10
Segment 2,22504,1305.85,67,27,22
Segment 2,22505,3263.1,666,219,159
Segment 2,22507,4181.45,847,297,199
Segment 2,22508,2185.98,586,194,148
Segment 2,22509,1330.85,143,65,60
Segment 2,22510,255.08,116,32,27
Segment 2,22511,340.08,160,40,37
Segment 2,22512,151.46,86,25,22
Segment 2,22513,224.04,100,34,29
Segment 2,22514,359.1,171,59,51
Segment 2,22515,323.40000000000003,154,48,44
Segment 2,22516,226.8,108,34,29
Segment 2,22517,249.90000000000003,119,45,41
Segment 2,22518,408.90000000000003,199,48,36
Segment 2,22519,463.50000000000006,225,55,44
Segment 2,22520,474.29999999999995,558,90,74
Segment 2,22521,387.59999999999997,456,79,67
Segment 2,22522,466.65,549,97,80
Segment 2,22523,492.15,579,99,80
Segment 2,22524,455.0,364,53,45
Segment 2,22525,302.5,242,41,33
Segment 2,22526,1011.15,81,52,43
