StockCode,Description,TotalQuantity,TransactionCount,UniqueCustomers,TotalRevenue,AverageUnitPrice
22902,TOTE BAG I LOVE LONDON,1180,96,71,2239.38,2.0530208333333335
22903,CALENDAR FAMILY FAVOURITES,153,32,21,427.43,2.7590625
22904,CALENDAR PAPER CUT DESIGN,1762,235,162,5054.9400000000005,2.977394957983193
22905,CALENDAR IN SEASON DESIGN,477,67,50,1222.54,2.7483823529411766
22906,12 MESSAGE CARDS WITH ENVELOPES,1621,187,150,2578.6499999999996,1.6417525773195876
22907,PACK OF 20 NAPKINS PANTRY DESIGN,6048,538,357,4920.42,0.850644007155635
22908,PACK OF 20 NAPKINS RED APPLES,4226,315,212,3323.84,0.8477950310559006
22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,7852,496,368,6325.719999999999,0.8451669941060904
22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,9072,709,470,24708.32,2.934958217270195
22911,PAPER CHAIN KIT LONDON,433,83,68,1232.19,2.974578313253012
22912,YELLOW COAT RACK PARIS FASHION,264,92,74,1193.0400000000002,4.933010752688173
22913,RED COAT RACK PARIS FASHION,323,97,78,1459.89,4.926494845360825
22914,BLUE COAT RACK PARIS FASHION,422,138,106,1949.94,4.933597122302158
22915,ASSORTED BOTTLE TOP  MAGNETS,2874,136,110,1081.68,0.3997810218978102
22916,HERB MARKER THYME,1804,187,130,1160.6000000000001,0.6494791666666667
22917,HERB MARKER ROSEMARY,1839,191,132,1183.3500000000001,0.6494791666666667
22918,HERB MARKER PARSLEY,1759,188,130,1111.3500000000001,0.6489528795811519
22919,HERB MARKER MINT,1653,192,132,1062.45,0.6494871794871795
22920,HERB MARKER BASIL,1798,190,133,1156.7,0.6484375
22921,HERB MARKER CHIVES,1631,167,116,1048.15,0.6494047619047619
22922,FRIDGE MAGNETS US DINER ASSORTED,1320,92,73,1104.3,0.8546739130434782
22923,FRIDGE MAGNETS LES ENFANTS ASSORTED,1093,81,65,897.8499999999999,0.8435802469135802
22924,FRIDGE MAGNETS LA VIE EN ROSE,1013,78,63,845.4499999999999,0.845
22925,BLUE GIANT GARDEN THERMOMETER,418,167,125,2464.1200000000003,5.982797619047619
22926,IVORY GIANT GARDEN THERMOMETER,551,188,140,3206.4500000000003,5.939417989417989
22927,GREEN GIANT GARDEN THERMOMETER,381,136,94,2194.9500000000003,5.935294117647059
22928,YELLOW GIANT GARDEN THERMOMETER,245,92,62,1499.8700000000001,6.363695652173914
22929,SCHOOL DESK AND CHAIR,16,15,13,1004.75,64.06
22930,BAKING MOULD HEART MILK CHOCOLATE,944,146,120,2311.52,2.562380952380952
22931,BAKING MOULD HEART WHITE CHOCOLATE,792,110,95,1873.51,2.5514414414414412
22932,BAKING MOULD TOFFEE CUP  CHOCOLATE,6,1,1,15.299999999999999,2.55
22932,BAKING MOULD TOFFEE CUP CHOCOLATE,746,65,51,1672.8000000000002,2.4946153846153845
22933,BAKING MOULD EASTER EGG MILK CHOC,720,93,82,1934.4,2.9143617021276595
22934,BAKING MOULD EASTER EGG WHITE CHOC,557,70,65,1518.3500000000001,2.915714285714286
22935,BAKING MOULD ROSE MILK CHOCOLATE,601,53,46,1766.25,3.1556603773584904
22936,BAKING MOULD ROSE WHITE CHOCOLATE,186,34,30,568.88,3.288333333333333
22937,BAKING MOULD CHOCOLATE CUP CAKES,12,2,2,30.599999999999998,2.55
22937,BAKING MOULD CHOCOLATE CUPCAKES,902,135,119,2325.74,2.6133333333333333
22937,BAKING MOULD CUPCAKE CHOCOLATE,12,1,1,30.599999999999998,2.55
22938,CUPCAKE LACE PAPER SET 6,2261,174,160,4238.33,1.941931818181818
22939,ADULT APRON APPLE DELIGHT,179,40,32,891.9300000000001,5.8085
22939,APRON APPLE DELIGHT,253,64,52,1217.3500000000001,4.9390625
22940,FELTCRAFT CHRISTMAS FAIRY,1852,306,241,7580.68,4.34022435897436
22941,CHRISTMAS LIGHTS 10 REINDEER,1519,273,215,11703.75,8.444871794871794
22942,CHRISTMAS LIGHTS 10 SANTAS,504,143,116,3495.9,7.515034965034966
22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,1246,169,133,5803.4800000000005,4.95698224852071
22944,CHRISTMAS METAL POSTCARD WITH BELLS,2691,59,51,1120.01,0.5287096774193548
22945,CHRISTMAS METAL TAGS ASSORTED,2677,140,118,2261.6499999999996,0.8901398601398601
22946,WOODEN ADVENT CALENDAR CREAM,352,96,66,5085.3,16.278350515463917
22947,WOODEN ADVENT CALENDAR RED,531,107,81,5007.85,10.256542056074768
22948,METAL DECORATION NAUGHTY CHILDREN,1448,99,69,1279.76,0.9234285714285714
22949,36 DOILIES DOLLY GIRL,881,75,71,1277.4499999999998,1.45
22949,SET OF 36 DOLLY GIRL PAPER DOILIES,40,13,13,58.0,1.4499999999999997
22950,36 DOILIES VINTAGE CHRISTMAS,4828,163,151,6592.599999999999,1.435276073619632
22950,SET OF 36 VINTAGE CHRISTMAS DOILIES,26,7,7,37.699999999999996,1.45
22951,60 CAKE CASES DOLLY GIRL DESIGN,7091,359,237,3669.61,0.5630219780219781
22952,60 CAKE CASES VINTAGE CHRISTMAS,14400,470,342,7264.8,0.5421946169772257
22952,72 CAKE CASES VINTAGE CHRISTMAS,24,1,1,13.200000000000001,0.55
22953,BIRTHDAY BANNER TAPE,24,1,1,30.0,1.25
22953,BIRTHDAY PARTY CORDON BARRIER TAPE,436,81,60,548.63,1.2795121951219512
22954,HEN PARTY CORDON BARRIER TAPE,159,29,20,198.75,1.25
22955,36 FOIL STAR CAKE CASES,1141,107,91,1912.3400000000001,1.9925688073394494
22956,36 FOIL HEART CAKE CASES,1846,173,145,3531.1700000000005,2.0491477272727274
22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,1720,200,179,4800.400000000001,2.9282178217821784
22959,WRAP CHRISTMAS VILLAGE,4576,143,133,1877.92,0.41846153846153844
22960,JAM MAKING SET WITH JARS,7905,965,574,31611.72,4.1764596273291925
22961,JAM MAKING SET PRINTED,14708,880,538,20721.8,1.4709399773499432
22962,JAM JAR WITH PINK LID,3590,267,181,2875.35,0.8456179775280899
22963,JAM JAR WITH BLUE LID,24,1,1,17.28,0.72
22963,JAM JAR WITH GREEN LID,2931,221,165,2343.02,0.8447058823529412
22964,3 PIECE SPACEBOY COOKIE CUTTER SET,2496,303,218,4996.84,2.133267973856209
22965,3 TRADITIONAL COOKIE CUTTERS  SET,162,4,4,304.20000000000005,2.0375
22965,3 TRADITIONAl BISCUIT CUTTERS  SET,1128,206,169,2363.42,2.1270048309178744
22966,GINGERBREAD MAN COOKIE CUTTER,7191,556,388,8608.880000000001,1.2613756613756615
22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,1137,135,122,3159.75,2.9292592592592595
22968,ROSE COTTAGE KEEPSAKE BOX,708,154,118,6376.15,9.714610389610389
22969,HOMEMADE JAM SCENTED CANDLES,11940,526,429,17318.399999999998,1.4503422053231938
22970,LONDON BUS COFFEE MUG,4197,279,180,9548.550000000001,2.487544483985765
22971,QUEENS GUARD COFFEE MUG,2349,238,165,5565.92,2.5187916666666665
22972,CHILDREN'S SPACEBOY MUG,1654,186,137,2690.0599999999995,1.653422459893048
22972,CHILDRENS SPACEBOY MUG,24,2,2,39.599999999999994,1.65
22973,CHILDREN'S CIRCUS PARADE MUG,1164,115,81,1878.2799999999997,1.6713793103448276
22974,CHILDRENS DOLLY GIRL MUG,1494,164,126,2410.14,1.684909090909091
22975,SPACEBOY CHILDRENS EGG CUP,1117,143,110,1404.72,1.2750344827586206
22976,CIRCUS PARADE CHILDRENS EGG CUP,1009,114,77,1266.09,1.2605217391304349
22977,DOLLY GIRL CHILDRENS EGG CUP,903,112,98,1129.96,1.26070796460177
22978,PANTRY ROLLING PIN,2331,209,153,8907.92,3.7504306220095693
22979,PANTRY WASHING UP BRUSH,3822,309,225,5668.16,1.495176848874598
22980,PANTRY SCRUBBING BRUSH,2205,248,198,3532.8899999999994,1.6731999999999998
22981,PANTRY APPLE CORER,429,74,58,593.25,1.4474025974025975
22982,PANTRY PASTRY BRUSH,1020,148,120,1277.05,1.3141216216216216
22983,CARD BILLBOARD FONT,4893,334,223,2019.15,0.42715568862275444
22984,CARD GINGHAM ROSE,2654,140,91,1063.66,0.42157142857142854
22985,WRAP BILLBOARD FONTS DESIGN,1800,62,52,756.0,0.42
22985,"WRAP, BILLBOARD FONTS DESIGN",1950,34,34,731.0,0.4152941176470588
22986,GINGHAM ROSE WRAP,1825,72,68,766.5,0.42
22986,WRAP GINGHAM ROSE,2251,83,69,933.42,0.4192771084337349
22987,WRAP SUMMER ROSE DESIGN,100,4,4,42.0,0.42
22988,SOLDIERS EGG CUP,8645,335,198,9937.44,1.2557227138643068
22989,SET 2 PANTRY DESIGN TEA TOWELS,2669,315,241,8232.17,3.229719626168224
22990,COTTON APRON PANTRY DESIGN,476,151,117,2116.84,4.76921568627451
22991,GIRAFFE WOODEN RULER,3000,239,185,5642.639999999999,2.0461475409836067
22992,REVOLVER WOODEN RULER,4204,292,217,7762.74,1.9597999999999998
22993,SET OF 4 PANTRY JELLY MOULDS,11701,875,431,14066.42,1.256932584269663
22994,TRAVEL CARD WALLET RETROSPOT,2074,166,89,869.64,0.4196407185628742
22995,TRAVEL CARD WALLET SUKI,2179,186,90,912.3,0.4193617021276596
22996,TRAVEL CARD WALLET VINTAGE TICKET,4514,296,155,1864.2,0.41940397350993375
22997,TRAVEL CARD WALLET UNION JACK,2399,189,101,1006.14,0.41968421052631577
22998,TRAVEL CARD WALLET KEEP CALM,11468,448,218,4566.98,0.42762749445676274
22999,TRAVEL CARD WALLET RETRO PETALS,1489,88,61,623.94,0.4193406593406593
22999,TRAVEL CARD WALLET VINTAGE LEAF,1317,99,66,553.14,0.42
23000,TRAVEL CARD WALLET TRANSPORT,3003,209,126,1258.38,0.4197142857142857
23002,TRAVEL CARD WALLET SKULLS,1924,148,85,806.64,0.4196
23003,TRAVEL CARD WALLET VINTAGE ROSE,541,52,38,225.78,0.41886792452830185
23004,TRAVEL CARD WALLET PANTRY,1669,127,73,702.62,0.42946153846153845
23005,TRAVEL CARD WALLET I LOVE LONDON,4345,176,105,1767.3,0.4193296089385475
23006,TRAVEL CARD WALLET FLOWER MEADOW,1615,135,88,676.86,0.41955555555555557
23007,SPACEBOY BABY GIFT SET,443,145,110,6946.849999999999,16.52241379310345
23008,DOLLY GIRL BABY GIFT SET,412,124,99,6415.4,16.433870967741935
23009,I LOVE LONDON BABY GIFT SET,209,61,48,3262.5499999999997,16.425409836065572
23010,CIRCUS PARADE BABY GIFT SET,282,91,73,4393.9,16.48846153846154
23012,GLASS APOTHECARY BOTTLE PERFUME,1006,203,151,3732.0400000000004,3.8833658536585367
23013,GLASS APOTHECARY BOTTLE TONIC,859,183,135,3187.3900000000003,3.886630434782609
23014,GLASS APOTHECARY BOTTLE ELIXIR,789,163,122,2916.2300000000005,3.908666666666667
23015,CORDIAL GLASS JUG,23,16,14,189.75,8.25
23015,CORDIAL JUG,6,2,2,49.5,8.25
23016,GLASS TWIST BON BON JAR,66,20,19,492.9,7.67
23017,APOTHECARY MEASURING JAR,63,22,20,738.9000000000001,12.193181818181818
23018,LARGE APOTHECARY MEASURING JAR,50,20,19,587.2,12.2975
23019,SMALL APOTHECARY MEASURING JAR,81,28,26,629.0500000000001,8.078571428571427
23020,GLASS  SONGBIRD STORAGE JAR,159,75,65,1891.65,12.338000000000001
23020,GLASS SONGBIRD STORAGE JAR,11,3,3,126.7,12.049999999999999
23021,GLASS BONNE JAM JAR,117,25,24,475.95000000000005,4.134
23022,SMALL BONNE JAM JAR  T-LIGHT HOLDER,386,23,19,733.28,2.0336000000000003
23023,RIDGED BONNE JAM JAR T-LIGHT HOLDER,258,24,23,408.13999999999993,1.7016666666666664
23024,LARGE BONNE JAM JAR  T-LIGHT HOLDER,252,11,8,657.08,2.7081818181818185
23025,DRAWER KNOB VINTAGE GLASS BALL,311,47,40,657.13,2.123617021276596
23026,DRAWER KNOB VINTAGE GLASS STAR,489,55,43,987.85,2.1057894736842107
23027,DRAWER KNOB VINTAGE GLASS HEXAGON,287,27,26,596.96,2.08
23028,DOORKNOB CRACKED GLAZE BLUE,162,3,3,238.49999999999997,1.5833333333333333
23028,DRAWER KNOB CRACKLE GLAZE BLUE,1072,114,87,1740.2399999999998,1.660782608695652
23029,DOORKNOB CRACKED GLAZE GREEN,12,2,2,19.799999999999997,1.65
23029,DRAWER KNOB CRACKLE GLAZE GREEN,1244,144,97,2014.1999999999998,1.6472222222222221
23031,DOORKNOB CRACKED GLAZE PINK,12,2,2,19.799999999999997,1.65
23031,DRAWER KNOB CRACKLE GLAZE PINK,1196,145,93,1934.9999999999998,1.6472413793103449
23032,DOORKNOB CRACKED GLAZE IVORY,174,5,5,258.29999999999995,1.6099999999999999
23032,DRAWER KNOB CRACKLE GLAZE IVORY,2030,188,115,3272.7,1.6458333333333333
23033,DRAWER KNOB CERAMIC RED,679,59,42,943.75,1.4398305084745764
23034,DRAWER KNOB CERAMIC BLACK,929,79,57,1306.25,1.4425925925925924
23035,DOORKNOB CERAMIC IVORY,36,1,1,52.199999999999996,1.45
23035,DRAWER KNOB CERAMIC IVORY,2026,167,110,2850.3399999999997,1.4538095238095237
23036,T-LIGHT HOLDER SILVER PETIT FOUR,182,15,14,227.5,1.25
23037,CANDLE HOLDER SILVER MADELINE,193,18,17,315.28999999999996,1.7299999999999998
23038,T-LIGHT HOLDER SILVER SAUCER,41,6,4,38.029999999999994,1.2299999999999998
23039,T-LIGHT HOLDER SILVER HEART HANDLE,186,23,22,359.09999999999997,1.9375
23040,PAPER LANTERN 9 POINT SNOW STAR,246,36,33,1318.5,5.728947368421053
23041,PAPER LANTERN 6 POINT SNOW STAR,26,6,6,107.9,4.15
23041,PAPER LANTERN 9 POINT SNOW STAR,210,43,40,871.5000000000001,4.15
23042,PAPER LANTERN 7 POINT SNOW STAR,89,26,25,591.85,6.65
23043,PAPER LANTERN 9 POINT HOLLY STAR 40,6,3,3,37.5,6.25
23043,PAPER LANTERN 9 POINT HOLLY STAR L,69,16,15,431.25,6.25
23044,PAPER LANTERN 9 POINT HOLLY STAR 23,18,5,5,74.7,4.15
23044,PAPER LANTERN 9 POINT HOLLY STAR S,82,19,19,340.3,4.15
23045,PAPER LANTERN 5 POINT STAR MOON,86,19,17,356.90000000000003,4.15
23045,PAPER LANTERN 5 POINT STAR MOON 30,10,5,5,41.5,4.15
23046,PAPER LANTERN 9 POINT DELUXE STAR,347,34,31,2091.55,6.623529411764706
23047,PAPER LANTERN 5 POINT SEQUIN STAR,50,21,21,287.5,5.75
23047,PAPER LANTERN 5 POINT STUDDED STAR,8,4,4,46.0,5.75
23048,SET OF 10 LANTERNS FAIRY LIGHT STAR,528,89,81,2115.34,4.190652173913044
23049,RECYCLED ACAPULCO MAT RED,432,171,103,3548.0,8.245321637426901
23050,RECYCLED ACAPULCO MAT GREEN,458,177,116,3755.3,8.240960451977402
23051,RECYCLED ACAPULCO MAT BLUE,333,135,95,2724.85,8.238148148148149
23052,RECYCLED ACAPULCO MAT TURQUOISE,570,222,147,4686.5,8.246396396396397
23053,RECYCLED ACAPULCO MAT PINK,317,130,105,2581.65,8.231538461538461
23054,RECYCLED ACAPULCO MAT LAVENDER,265,110,81,2181.45,8.242727272727274
23055,IVORY CHANDELIER T-LIGHT HOLDER,224,40,33,692.0,5.244761904761905
23056,CRYSTAL CHANDELIER T-LIGHT HOLDER,3,1,1,18.75,6.25
23056,FLOWERS CHANDELIER T-LIGHT HOLDER,380,42,32,1007.84,5.882325581395349
23057,BEADED CHANDELIER T-LIGHT HOLDER,259,39,32,758.29,4.266410256410257
23057,GEMSTONE CHANDELIER T-LIGHT HOLDER,78,7,7,347.70000000000005,4.835714285714286
23058,CHRISTMAS HANGING SNOWFLAKE,486,44,39,421.02000000000004,1.1129545454545455
23060,HEART BEADED TRELLIS DECORATION,244,39,34,507.52000000000004,2.08
23061,VINTAGE EMBOSSED HEART,883,85,72,1098.71,1.247529411764706
23061,VINTAGE ENGRAVED HEART,60,4,4,75.0,1.25
23064,CINDERELLA CHANDELIER,149,32,20,2103.55,42.1703125
23065,LARGE DECO JEWELLERY STAND,245,89,77,2965.3,12.469662921348315
23065,LARGE JEWELLERY STAND,10,4,4,125.0,12.5
23066,SMALL DECO JEWELLERY STAND,228,71,64,1823.4,8.227464788732394
23066,SMALL JEWELLERY STAND,16,6,6,132.0,8.25
23067,HANGING ENGRAVED METAL HEART,274,71,63,1137.1000000000001,4.15
23068,ALUMINIUM HEART,30,6,6,74.7,2.49
23068,ALUMINIUM STAMPED HEART,771,124,100,1852.5500000000002,2.476984126984127
23069,EDWARDIAN PHOTO FRAME,87,31,27,543.75,6.25
23070,EDWARDIAN HEART PHOTO FRAME,147,33,29,610.0500000000001,4.15
23071,MARIE ANTOIENETT TRINKET BOX GOLD,1,1,1,12.5,12.5
23071,MARIE ANTOINETTE TRINKET BOX GOLD,236,20,15,733.6,9.888095238095238
23072,MARIE ANTOINETTE TRINKET BOX SILVER,254,24,21,715.0,10.270833333333334
23073,GEORGIAN TRINKET BOX,140,60,49,1669.0,12.41
23074,EMBOSSED HEART TRINKET BOX,215,36,32,431.54,2.0638888888888887
23075,DOUBLE CERAMIC PARLOUR HOOK,22,5,5,91.30000000000001,4.15
23075,PARLOUR CERAMIC WALL HOOK,409,78,58,1678.15,4.144871794871795
23076,ICE CREAM SUNDAE LIP GLOSS,7868,250,202,9603.16,1.24496
23077,DOUGHNUT LIP GLOSS,9582,311,217,11540.7,1.241897106109325
23078,ICE CREAM PEN LIP GLOSS,6559,215,159,8017.31,1.2451162790697674
23079,TOADSTOOL BEDSIDE LIGHT,234,111,83,2073.2999999999997,8.937499999999998
23080,RED METAL BOX TOP SECRET,987,228,148,7830.03,8.355689655172414
23081,GREEN METAL BOX ARMY SUPPLIES,431,114,78,3424.89,8.33780701754386
23081,GREEN METAL BOX TOP SECRET,16,4,4,132.0,8.25
23082,SET 6 PAPER TABLE LANTERN HEARTS,2232,269,205,8007.52,3.721563636363636
23083,SET 6 PAPER TABLE LANTERN STARS,1796,212,162,6521.71,3.7588372093023255
23084,RABBIT NIGHT LIGHT,27045,816,450,51042.840000000004,2.0129355608591886
23085,ANTIQUE SILVER BAUBLE LAMP,356,77,64,3308.9500000000003,10.037349397590361
23086,ZINC  STAR T-LIGHT HOLDER,1167,36,30,1337.79,1.2325
23086,ZINC STAR T-LIGHT HOLDER,8,1,1,10.0,1.25
23087,ZINC  HEART T-LIGHT HOLDER,815,50,43,978.4300000000001,1.2374
23088,ZINC HEART FLOWER T-LIGHT HOLDER,760,57,52,947.18,1.306315789473684
23089,GLASS BON BON JAR,2120,141,101,3469.62,1.7718055555555554
23090,VINTAGE GLASS T-LIGHT HOLDER,2120,123,96,1715.32,0.8573809523809524
23091,METAL HERB GERDEN CONTAINER,24,5,5,139.68,6.078
23091,ZINC HERB GARDEN CONTAINER,528,191,155,3236.07,6.292291666666666
23092,LARGE ANTIQUE WHITE PHOTO FRAME,497,134,96,3490.51,7.798731343283582
23093,SMALL PARISIENNE HEART PHOTO FRAME,912,125,105,2115.2000000000003,2.47312
23094,LE GRAND TRAY CHIC SET,145,76,65,1812.5,12.5
23096,PETIT TRAY CHIC,993,117,89,1606.7299999999998,1.728974358974359
23099,FRENCH CARRIAGE LANTERN,124,58,46,805.7,6.588983050847458
23100,SILVER BELLS TABLE DECORATION,2089,214,180,2560.85,1.2461818181818183
23101,SILVER STARS TABLE DECORATION,1942,190,175,1569.62,0.8265445026178011
23102,SILVER HEARTS TABLE DECORATION,1231,139,128,995.3299999999999,0.8268794326241135
23103,BELL HEART DECORATION,252,9,9,387.0,1.6277777777777775
23103,JINGLE BELL HEART DECORATION,3651,310,224,6009.749999999999,1.6481308411214952
23104,IVORY CAFE HANGING LAMP,114,43,37,1330.5,12.304651162790698
23104,IVORY PANTRY HANGING LAMP,2,1,1,25.0,12.5
23106,ZINC HEARTS PLANT POT HOLDER,263,50,48,711.47,2.772
23106,ZINC PLANT POT HOLDER,8,1,1,23.12,2.89
23107,WHITE HEARTS WIRE PLANT POT HOLDER,324,59,58,873.5600000000001,2.7340677966101694
23107,WHITE WIRE PLANT POT HOLDER,16,2,2,46.24,2.89
23108,SET OF 10 LED DOLLY LIGHTS,2128,369,271,12655.13,6.135783783783783
23109,LED TEA LIGHTS,595,54,54,1676.3500000000001,2.8754545454545455
23109,PACK OF SIX LED TEA LIGHTS,1619,175,132,4569.51,2.911348314606742
23110,PARISIENNE KEY CABINET,611,247,158,3380.45,5.717741935483871
23111,PARISIENNE SEWING BOX,272,140,80,3181.6,12.291489361702126
23112,PARISIENNE CURIO CABINET,438,202,134,3197.4500000000003,7.449504950495049
23113,PANTRY CHOPPING BOARD,192,49,39,892.8000000000002,4.930000000000001
23114,VINTAGE LEAF CHOPPING BOARD,141,43,40,669.1500000000001,4.93139534883721
23115,RED APPLES CHOPPING BOARD,144,38,38,684.0,4.928947368421053
23116,VEGETABLE GARDEN CHOPPING BOARD,70,17,17,317.70000000000005,4.902941176470589
23117,POPPY FIELDS CHOPPING BOARD,84,40,39,415.8,4.95
23118,PARISIENNE JEWELLERY DRAWER,741,242,154,5219.02,7.462892561983471
23119,PACK OF 6 LARGE FRUIT STRAWS,2119,118,97,1253.39,0.6474576271186441
23120,PACK OF 6 SMALL FRUIT STRAWS,1545,81,69,614.34,0.4186046511627907
23121,PACK OF 6 COCKTAIL PARASOL STRAWS,2460,87,81,958.3199999999999,0.41608695652173916
23122,PARTY CHARMS 50 PIECES,2088,96,90,1550.1599999999999,0.8204040404040404
23123,COCKTAIL SWORDS 50 PIECES,893,70,64,700.27,0.8237142857142856
23124,18PC WOODEN CUTLERY SET DISPOSABLE,503,24,23,595.15,1.24125
23125,6PC WOOD PLATE SET DISPOSABLE,405,16,15,443.25,1.236875
23126,DOLLCRAFT GIRL AMELIE,36,8,8,178.2,4.95
23126,DOLLCRAFT GIRL AMELIE KIT,66,8,8,294.7,4.8500000000000005
23126,FELTCRAFT GIRL AMELIE KIT,966,261,187,4720.18,5.020570342205324
23127,DOLLCRAFT GIRL NICOLE,68,12,12,336.6,4.95
23127,FELTCRAFT GIRL NICOLE KIT,632,173,137,3105.44,4.969657142857143
23128,DOLLCRAFT BOY JEAN-PAUL,82,12,12,373.9,4.883333333333334
23128,FELTCRAFT BOY JEAN-PAUL KIT,342,119,103,1676.5800000000002,4.979159663865546
23129,HEART SHAPED HOLLY WREATH,941,166,138,3929.03,4.41710843373494
23130,MISELTOE HEART WREATH,80,5,5,312.8,4.07
23130,MISTLETOE HEART WREATH GREEN,829,164,135,3398.2700000000004,4.2387804878048785
23131,MISELTOE HEART WREATH CREAM,240,1,1,996.0000000000001,4.15
23131,MISELTOE HEART WREATH WHITE,78,4,4,304.5,4.050000000000001
23131,MISTLETOE HEART WREATH CREAM,569,105,86,2307.23,4.213018867924529
23132,SMALL IVORY HEART WALL ORGANISER,1004,144,115,4966.08,5.735833333333334
23133,LARGE IVORY HEART WALL ORGANISER,758,135,94,5134.66,7.994074074074074
23134,LARGE ZINC HEART WALL ORGANISER,1064,37,29,6414.48,7.6710810810810806
23135,SMALL ZINC HEART WALL ORGANISER,1538,42,31,5378.8,5.191190476190476
23136,IVORY WIRE SWEETHEART LETTER TRAY,127,44,39,467.05,3.7290909090909095
23137,ZINC WIRE SWEETHEART LETTER TRAY,80,20,18,253.24,3.4539999999999997
23138,SINGLE WIRE HOOK IVORY HEART,858,76,60,1184.5,1.4448717948717948
23139,SINGLE WIRE HOOK PINK HEART,394,23,20,484.98,1.2566666666666666
23140,TRIPLE WIRE HOOK IVORY HEART,148,36,29,608.74,4.2538888888888895
23141,TRIPLE WIRE HOOK PINK HEART,68,18,18,215.00000000000003,3.5900000000000003
23142,IVORY WIRE KITCHEN ORGANISER,114,38,34,1118.1000000000001,10.301315789473684
23143,ZINC WIRE KITCHEN ORGANISER,25,12,12,156.8,7.175000000000001
23144,ZINC T-LIGHT HOLDER STARS SMALL,4850,240,180,3843.4599999999996,0.8368879668049792
23145,ZINC T-LIGHT HOLDER STAR LARGE,2019,150,126,1886.0899999999997,0.960728476821192
23145,ZINC T-LIGHT HOLDER STARS LARGE,24,2,2,22.799999999999997,0.95
23146,TRIPLE HOOK ANTIQUE IVORY ROSE,728,233,151,2361.92,3.2815254237288136
23147,SINGLE ANTIQUE ROSE HOOK IVORY,1828,256,170,2648.2,1.4492307692307693
23148,MINIATURE ANTIQUE ROSE HOOK IVORY,2052,237,142,1700.7599999999998,0.8296311475409835
23148,MINITURE ANTIQUE ROSE HOOK IVORY,48,4,4,40.8,0.85
23149,ANTIQUE IVORY WIRE BOWL SMALL,86,21,18,214.14000000000001,2.49
23150,IVORY SWEETHEART SOAP DISH,138,41,33,343.62,2.49
23151,ZINC SWEETHEART SOAP DISH,59,19,18,104.41000000000001,1.953157894736842
23152,IVORY SWEETHEART WIRE LETTER RACK,534,152,108,1972.26,3.742941176470588
23153,ZINC SWEETHEART WIRE LETTER RACK,244,79,67,908.63,3.7878481012658227
23154,SET OF 4 JAM JAR MAGNETS,2380,217,141,4795.13,2.0809459459459463
23155,KNICKERBOCKERGLORY MAGNET ASSORTED,1925,125,84,1539.6699999999998,0.8220799999999999
23156,SET OF 5 MINI GROCERY MAGNETS,1607,186,117,3247.3,2.094468085106383
23157,SET OF 6 NATIVITY MAGNETS,2530,147,111,4587.55,2.1347712418300655
23158,SET OF 5 LUCKY CAT MAGNETS,2476,190,96,4992.52,2.1662105263157896
23159,SET OF 5 PANCAKE DAY MAGNETS,2230,198,121,4510.7300000000005,2.082211055276382
23160,REGENCY TEA SPOON,1386,62,50,1644.3,1.2296774193548385
23161,REGENCY CAKE FORK,1596,69,58,1881.6000000000001,1.228695652173913
23162,REGENCY TEA STRAINER,1362,142,96,4789.24,3.7471830985915493
23163,REGENCY SUGAR TONGS,1659,136,95,3835.3,2.4297058823529416
23164,REGENCY CAKE SLICE,563,81,70,2574.26,4.922962962962963
23165,LARGE CERAMIC TOP STORAGE JAR,2848,238,167,4463.4,1.63
23166,MEDIUM CERAMIC TOP STORAGE JAR,3422,205,138,3937.09,1.2176923076923076
23167,SMALL CERAMIC TOP STORAGE JAR,5141,186,129,3818.99,0.8250259067357513
23168,CLASSIC CAFE SUGAR DISPENSER,2579,226,132,2971.49,1.2285964912280702
23168,CLASSIC SUGAR DISPENSER,216,12,12,247.32,1.1975
23169,CLASSIC GLASS COOKIE JAR,1239,282,192,4971.05,4.110424028268551
23169,CLASSIC GLASS SWEET JAR,119,14,14,479.45000000000005,4.092857142857143
23170,REGENCY TEA PLATE ROSES,5845,340,225,9124.689999999999,1.6549411764705881
23171,REGENCY TEA PLATE GREEN,5869,275,195,9038.65,1.6707246376811595
23172,REGENCY TEA PLATE PINK,3586,233,160,5638.98,1.6391845493562232
23173,REGENCY TEAPOT ROSES,2610,367,248,22597.12,9.682621621621621
23174,REGENCY SUGAR BOWL GREEN,2866,285,192,11222.04,4.125228070175439
23175,REGENCY MILK JUG PINK,2982,283,206,8769.5,3.191696113074205
23176,ABC TREASURE BOOK BOX,2043,196,159,4272.01,2.262994923857868
23177,TREASURE ISLAND BOOK BOX,2408,219,174,4984.8,2.2418918918918918
23178,JAM CLOCK MAGNET,304,58,50,824.02,2.841379310344828
23179,CLOCK MAGNET MUM'S KITCHEN,304,40,36,837.88,2.9330000000000003
23180,MUM'S KITCHEN CLOCK,103,37,29,466.95,4.771621621621622
23181,BULL DOG BOTTLE TOP WALL CLOCK,181,73,60,1451.25,8.188356164383562
23182,TOILET SIGN OCCUPIED OR VACANT,3364,260,140,2796.0699999999997,0.8781439393939393
